,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%,Ht,Wt,S/C,Exp,Salary,Team
3,Jeff Skinner,31.0,LW,41,17,16,33,-1,24,11,6,0,2,15,1,0,142,12.0,714.0,17:25,3.0,0.8,3.7,8,9,31,41,43.1,5-11,197,L/-,13,10000000.0,BUF
4,Dylan Cozens,22.0,C,46,10,19,29,-3,31,9,1,0,1,15,4,0,116,8.6,759.0,16:30,1.8,0.7,2.5,18,40,300,318,48.5,6-3,195,R/-,3,5100000.0,BUF
5,Tage Thompson,26.0,C,39,14,14,28,-10,20,9,3,2,2,9,5,0,129,10.9,714.0,18:19,2.2,0.4,2.6,13,39,207,237,46.6,6-6,220,R/-,6,5142858.0,BUF
6,Owen Power,21.0,D,49,2,16,18,5,10,2,0,0,1,14,2,0,68,2.9,1096.0,22:22,0.6,2.6,3.2,70,21,0,0,,6-6,218,L/-,2,832500.0,BUF
7,Kyle Okposo,35.0,RW,46,9,7,16,1,30,7,1,1,0,7,0,0,73,12.3,639.0,13:53,0.7,0.7,1.4,30,36,107,122,46.7,6-0,218,R/-,16,2500000.0,BUF
8,Jordan Greenway,26.0,LW,37,6,8,14,3,29,5,1,0,0,8,0,0,50,12.0,610.0,16:30,0.3,0.8,1.1,37,57,12,25,32.4,6-6,231,L/-,6,3500000.0,BUF
9,Zach Benson,18.0,LW,38,4,10,14,-4,20,4,0,0,1,10,0,0,58,6.9,570.0,15:00,0.2,0.5,0.7,15,10,3,3,50.0,5-9,163,L/-,0,855000.0,BUF
10,Jack Quinn,22.0,RW,17,5,7,12,1,6,5,0,0,0,5,2,0,37,13.5,272.0,15:58,0.9,0.3,1.3,7,12,3,5,37.5,6-1,185,R/-,2,832500.0,BUF
11,Victor Olofsson,28.0,RW,33,4,8,12,3,4,4,0,0,0,6,2,0,46,8.7,393.0,11:55,0.5,0.5,1.0,8,10,0,2,0.0,5-11,181,L/-,5,4750000.0,BUF
12,Connor Clifton,28.0,D,46,0,11,11,6,48,0,0,0,0,11,0,0,44,0.0,756.0,16:26,0.1,2.0,2.1,62,100,0,0,,5-11,190,R/-,5,3333334.0,BUF
13,Peyton Krebs,23.0,C,47,3,6,9,4,48,3,0,0,2,6,0,0,48,6.3,593.0,12:37,-0.5,0.8,0.3,20,43,153,186,45.1,6-0,187,L/-,3,832500.0,BUF
14,Henri Jokiharju,24.0,D,41,2,7,9,6,12,2,0,0,0,7,0,0,49,4.1,715.0,17:27,0.2,1.9,2.1,54,43,0,0,,6-0,200,R/-,5,2600000.0,BUF
15,Mattias Samuelsson,23.0,D,41,1,6,7,4,26,1,0,0,1,6,0,0,44,2.3,841.0,20:30,-0.3,2.0,1.7,86,83,0,0,,6-4,231,L/-,3,2285716.0,BUF
16,Eric Robinson,28.0,LW,16,1,5,6,1,17,1,0,0,0,5,0,0,26,3.8,179.0,11:10,0.2,0.2,0.4,6,18,2,1,66.7,6-2,205,L/-,6,1700000.0,BUF
17,Ryan Johnson,22.0,D,30,0,6,6,4,10,0,0,0,0,6,0,0,25,0.0,437.0,14:33,0.0,1.2,1.2,32,4,0,0,,6-1,195,L/-,0,832500.0,BUF
18,Zemgus Girgensons,30.0,C,31,4,0,4,-2,13,4,0,0,2,0,0,0,38,10.5,370.0,11:56,-0.2,0.3,0.1,18,54,30,25,54.5,6-2,200,L/-,9,2500000.0,BUF
19,Jacob Bryson,26.0,D,5,0,0,0,-4,0,0,0,0,0,0,0,0,1,0.0,53.0,10:40,-0.1,-0.2,-0.3,9,2,0,0,,5-9,174,L/-,3,1900000.0,BUF
20,Eric Comrie,28.0,G,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,344.0,49:09,0.0,0.0,0.3,0,0,0,0,,6-1,183,-/L,7,1800000.0,BUF
21,Jiri Kulich,19.0,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,15.0,14:53,0.0,0.0,-0.1,0,0,0,1,0.0,6-1,186,L/-,0,82500.0,BUF
22,Ukko-Pekka Luukkonen,24.0,G,26,0,0,0,0,4,0,0,0,0,0,0,0,0,,1450.0,55:47,0.0,0.0,4.4,0,0,0,0,,6-5,215,-/L,3,925000.0,BUF
0,Tim Stutzle,22.0,LW,47,11,36,47,-4,16,11,0,0,2,27,9,0,130,8.5,1001.0,21:18,2.9,0.7,3.6,24,45,166,203,45.0,6-0,193,L/-,3,5000000.0,OTT
1,Claude Giroux,36.0,C,47,15,27,42,0,20,13,2,0,1,18,8,1,117,12.8,943.0,20:04,3.0,0.8,3.8,17,20,378,279,57.5,5-11,190,R/-,16,7000000.0,OTT
2,Brady Tkachuk,24.0,LW,47,22,19,41,-2,102,17,5,0,0,16,3,0,203,10.8,882.0,18:46,3.7,0.7,4.4,20,124,112,89,55.7,6-4,221,L/-,5,10500000.0,OTT
3,Drake Batherson,25.0,C,47,17,21,38,-5,34,14,3,0,2,13,8,0,109,15.6,842.0,17:55,3.0,0.6,3.6,23,51,35,51,40.7,6-3,200,R/-,5,5400000.0,OTT
4,Vladimir Tarasenko,32.0,RW,45,13,20,33,11,12,11,2,0,4,16,4,0,89,14.6,713.0,15:50,2.5,1.0,3.5,19,35,3,2,60.0,6-1,228,L/-,11,5000000.0,OTT
5,Jakob Chychrun,25.0,D,47,8,20,28,-11,32,5,3,0,0,12,8,0,112,7.1,1066.0,22:41,2.2,0.8,3.0,81,26,0,0,,6-2,220,L/-,7,4400000.0,OTT
6,Jake Sanderson,21.0,D,47,7,17,24,5,19,5,2,0,2,13,4,0,99,7.1,1080.0,22:58,1.7,2.0,3.7,89,26,0,0,,6-3,195,L/-,1,832500.0,OTT
7,Mathieu Joseph,26.0,RW,37,8,15,23,6,35,8,0,0,2,14,0,1,69,11.6,607.0,16:25,1.3,0.8,2.1,20,35,19,34,35.8,6-1,187,L/-,5,2700000.0,OTT
8,Ridly Greig,21.0,C,37,7,11,18,15,35,4,2,1,0,11,0,0,58,12.1,534.0,14:25,1.0,1.0,2.0,20,59,120,160,42.9,6-1,183,L/-,1,832500.0,OTT
9,Artem Zub,28.0,D,39,3,14,17,5,18,3,0,0,0,14,0,0,45,6.7,816.0,20:55,0.9,1.6,2.5,66,62,0,0,,6-2,200,R/-,3,4000000.0,OTT
10,Thomas Chabot,27.0,D,25,2,13,15,1,10,1,1,0,0,9,4,0,64,3.1,599.0,23:58,0.9,1.0,1.9,51,16,0,0,,6-2,195,L/-,7,8000000.0,OTT
11,Dominik Kubalik,28.0,LW,43,9,3,12,-20,15,7,2,0,2,3,0,0,61,14.8,593.0,13:47,0.4,-0.2,0.2,15,23,14,18,43.8,6-2,190,L/-,4,2500000.0,OTT
12,Parker Kelly,24.0,F,47,6,5,11,-2,10,4,0,2,0,5,0,0,51,11.8,535.0,11:23,0.2,0.4,0.6,37,88,5,17,22.7,6-0,190,L/-,3,775000.0,OTT
13,Jacob Bernard-Docker,23.0,D,39,4,7,11,6,16,4,0,0,0,7,0,0,30,13.3,588.0,15:05,0.7,1.3,2.1,80,24,0,0,,6-0,190,R/-,3,785000.0,OTT
14,Erik Brannstrom,24.0,D,41,2,9,11,0,26,2,0,0,0,8,0,1,43,4.7,637.0,15:33,0.5,1.0,1.4,55,11,0,0,,5-10,185,L/-,5,2000000.0,OTT
15,Travis Hamonic,33.0,D,40,2,3,5,-3,38,2,0,0,0,3,0,0,39,5.1,590.0,14:44,-0.1,0.7,0.6,69,42,0,0,,6-1,200,R/-,13,1100000.0,OTT
16,Shane Pinto,23.0,C,6,2,2,4,4,0,2,0,0,1,2,0,0,16,12.5,98.0,16:23,0.3,0.2,0.5,6,9,35,22,61.4,6-3,201,R/-,3,775000.0,OTT
17,Mark Kastelic,24.0,C,30,2,1,3,-4,40,2,0,0,0,1,0,0,30,6.7,218.0,7:16,-0.1,0.0,-0.1,13,44,92,67,57.9,6-3,210,R/-,2,800000.0,OTT
18,Zack MacEwen,27.0,C,22,2,1,3,-3,46,2,0,0,1,1,0,0,16,12.5,140.0,6:23,0.1,0.0,0.1,5,30,6,5,54.5,6-3,205,R/-,5,775000.0,OTT
19,Joonas Korpisalo,29.0,G,33,0,1,1,0,0,0,0,0,0,1,0,0,0,,1826.0,55:21,0.0,0.0,4.0,0,0,0,0,,6-3,193,-/L,8,4000000.0,OTT
