,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%,Ht,Wt,S/C,Exp,Salary,Team
22,Semyon Varlamov,35.0,G,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,814.0,54:16,0.0,0.0,3.1,0,0,0,0,,6-2,206,-/L,15,2750000.0,NYI
0,Jesper Bratt,25.0,W,46,18,31,49,1,8,12,6,0,5,17,14,0,142,12.7,878.0,19:05,4.3,1.0,5.3,20,30,3,8,27.3,5-10,175,L/-,6,5000000.0,NJD
1,Tyler Toffoli,31.0,C,46,20,13,33,-7,12,16,4,0,2,8,5,0,130,15.4,797.0,17:19,3.1,0.6,3.7,6,30,16,26,38.1,6-0,203,R/-,11,3500000.0,NJD
2,Nico Hischier,25.0,C,35,13,13,26,0,10,9,4,0,2,9,4,0,72,18.1,646.0,18:27,2.1,0.7,2.8,20,18,343,274,55.6,6-1,175,L/-,6,7750000.0,NJD
3,Luke Hughes,20.0,D,46,8,18,26,-5,14,4,4,0,1,10,8,0,67,11.9,949.0,20:38,2.2,1.3,3.6,23,13,0,0,,6-2,184,L/-,1,832500.0,NJD
4,Dawson Mercer,22.0,C,46,13,10,23,-10,10,10,3,0,1,9,1,0,83,15.7,815.0,17:43,1.4,0.5,1.9,31,14,107,114,48.4,6-0,180,R/-,2,832500.0,NJD
5,Alexander Holtz,22.0,RW,46,12,11,23,-4,8,11,1,0,2,10,1,0,79,15.2,554.0,12:03,2.0,0.4,2.4,9,21,0,8,0.0,6-0,195,R/-,2,832500.0,NJD
6,Erik Haula,32.0,LW,41,10,13,23,-3,28,8,1,1,2,10,2,1,82,12.2,664.0,16:12,1.5,0.6,2.1,15,41,211,158,57.2,5-11,191,L/-,10,2900000.0,NJD
7,Timo Meier,27.0,RW,33,9,9,18,-21,14,6,3,0,1,5,4,0,96,9.4,563.0,17:04,1.2,-0.2,1.0,17,34,28,27,50.9,6-1,220,L/-,7,6000000.0,NJD
8,Curtis Lazar,28.0,C,41,6,10,16,10,16,5,0,1,2,10,0,0,43,14.0,512.0,12:29,0.8,0.9,1.7,34,79,55,53,50.9,6-0,203,R/-,9,1000000.0,NJD
9,John Marino,26.0,D,46,3,12,15,-8,14,3,0,0,0,12,0,0,39,7.7,971.0,21:06,0.6,1.2,1.8,58,16,0,0,,6-1,181,R/-,4,5250000.0,NJD
10,Ondrej Palat,32.0,LW,36,5,9,14,-6,25,4,1,0,0,5,4,0,63,7.9,565.0,15:41,0.3,0.4,0.7,24,38,3,8,27.3,6-0,194,L/-,11,3580000.0,NJD
11,Simon Nemec,19.0,D,25,2,10,12,-4,10,2,0,0,1,8,2,0,33,6.1,518.0,20:44,0.8,0.6,1.4,42,8,0,0,,6-1,190,R/-,0,855000.0,NJD
12,Nathan Bastian,26.0,RW,44,3,7,10,-9,21,3,0,0,0,7,0,0,47,6.4,455.0,10:20,0.0,0.2,0.2,23,87,12,10,54.5,6-4,205,R/-,4,1350000.0,NJD
13,Kevin Bahl,23.0,D,46,0,7,7,2,35,0,0,0,0,7,0,0,36,0.0,807.0,17:32,-0.3,1.6,1.3,53,85,0,0,,6-6,230,L/-,3,900000.0,NJD
14,Colin Miller,31.0,D,26,2,3,5,9,16,2,0,0,0,3,0,0,41,4.9,404.0,15:33,0.2,1.4,1.6,18,37,0,0,,6-1,200,R/-,8,1700000.0,NJD
15,Chris Tierney,29.0,C,26,0,4,4,1,2,0,0,0,0,4,0,0,13,0.0,233.0,8:58,-0.2,0.3,0.0,5,8,62,47,56.9,6-1,191,L/-,9,775000.0,NJD
16,Justin Dowling,33.0,C,1,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,7.0,6:39,0.2,0.0,0.2,1,0,0,3,0.0,5-10,180,L/-,5,775000.0,NJD
17,Nico Daws,23.0,G,8,0,1,1,0,0,0,0,0,0,1,0,0,0,,437.0,54:39,0.0,0.0,1.2,0,0,0,0,,6-4,205,-/L,1,775000.0,NJD
18,Vitek Vanecek,28.0,G,28,0,1,1,0,0,0,0,0,0,1,0,0,0,,1552.0,55:25,0.0,0.0,2.8,0,0,0,0,,6-2,184,-/L,3,3750000.0,NJD
19,Santeri Hatakka,23.0,D,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0.0,32.0,15:50,0.0,0.3,0.2,2,1,0,0,,6-1,191,L/-,1,775000.0,NJD
0,Johnny Gaudreau,30.0,LW,47,7,22,29,-23,10,6,1,0,1,12,10,0,92,7.6,883.0,18:47,1.1,0.1,1.2,13,1,0,1,0.0,5-9,165,L/-,10,7750000.0,CBJ
1,Adam Fantilli,19.0,C,47,12,15,27,-19,16,11,1,0,1,13,2,0,113,10.6,745.0,15:51,1.8,0.1,1.9,22,43,171,220,43.7,6-2,194,L/-,0,855000.0,CBJ
2,Zach Werenski,26.0,D,35,1,25,26,5,10,1,0,0,0,20,5,0,89,1.1,844.0,24:06,1.6,2.0,3.6,60,7,0,0,,6-2,213,L/-,7,,CBJ
3,Kirill Marchenko,23.0,RW,45,14,10,24,7,10,8,6,0,1,10,0,0,116,12.1,737.0,16:22,1.7,1.1,2.8,27,23,19,39,32.8,6-3,197,R/-,1,832500.0,CBJ
4,Dmitri Voronkov,23.0,LW,41,11,13,24,5,27,8,3,0,0,12,1,0,69,15.9,546.0,13:19,1.9,0.8,2.7,26,39,130,172,43.0,6-5,240,L/-,0,832500.0,CBJ
5,Ivan Provorov,27.0,D,47,4,19,23,-10,6,4,0,0,0,13,6,0,59,6.8,1070.0,22:45,1.3,1.4,2.7,90,38,0,0,,6-1,201,L/-,7,3850000.0,CBJ
6,Yegor Chinakhov,22.0,RW,36,12,9,21,-5,6,11,1,0,2,8,1,0,71,16.9,561.0,15:34,1.7,0.4,2.1,20,28,0,6,0.0,6-1,204,L/-,2,800000.0,CBJ
7,Cole Sillinger,20.0,C,42,8,11,19,0,28,7,1,0,1,11,0,0,83,9.6,643.0,15:19,0.9,0.7,1.6,46,47,211,251,45.7,6-1,201,L/-,2,832500.0,CBJ
8,Boone Jenner,30.0,C,32,13,5,18,-8,10,10,3,0,0,4,1,0,87,14.9,617.0,19:16,1.3,0.4,1.7,42,49,324,265,55.0,6-2,203,L/-,10,3750000.0,CBJ
9,Justin Danforth,30.0,RW,47,9,9,18,-10,18,9,0,0,1,9,0,0,63,14.3,721.0,15:21,0.7,0.4,1.1,36,71,127,126,50.2,5-9,190,R/-,2,975000.0,CBJ
10,Kent Johnson,21.0,C,31,6,9,15,2,2,6,0,0,1,9,0,0,47,12.8,427.0,13:46,0.9,0.5,1.4,13,3,4,8,33.3,6-0,178,L/-,2,832500.0,CBJ
11,Alexandre Texier,24.0,C,45,7,7,14,-9,22,6,0,1,1,6,1,0,60,11.7,644.0,14:19,0.3,0.4,0.7,23,18,4,7,36.4,6-1,194,L/-,4,1750000.0,CBJ
12,Damon Severson,29.0,D,32,6,8,14,-4,24,6,0,0,0,6,2,0,38,15.8,669.0,20:54,1.1,1.0,2.2,52,13,0,0,,6-2,205,R/-,9,6000000.0,CBJ
13,Erik Gudbranson,32.0,D,43,3,11,14,-15,51,3,0,0,1,10,0,1,45,6.7,837.0,19:29,0.6,0.5,1.2,108,39,0,0,,6-5,222,R/-,12,4000000.0,CBJ
14,Sean Kuraly,31.0,C,39,6,6,12,-3,30,6,0,0,0,5,0,1,54,11.1,531.0,13:36,0.3,0.5,0.8,22,84,174,172,50.3,6-2,213,L/-,7,3250000.0,CBJ
15,Emil Bemstrom,24.0,C,29,5,6,11,-4,8,2,3,0,0,6,0,0,47,10.6,383.0,13:13,0.5,0.3,0.8,21,14,6,7,46.2,6-0,195,R/-,4,900000.0,CBJ
16,Jack Roslovic,27.0,C,25,2,8,10,-12,12,2,0,0,1,6,2,0,40,5.0,397.0,15:54,0.1,0.0,0.1,15,12,37,47,44.0,6-1,200,R/-,7,4000000.0,CBJ
17,Jake Bean,25.0,D,44,3,4,7,-13,20,3,0,0,0,4,0,0,59,5.1,719.0,16:20,0.1,0.5,0.5,65,16,0,0,,6-1,196,L/-,4,2900000.0,CBJ
18,Adam Boqvist,23.0,D,20,0,7,7,-3,0,0,0,0,0,3,4,0,23,0.0,372.0,18:37,0.2,0.5,0.7,27,7,0,0,,6-0,182,R/-,4,2600000.0,CBJ
19,Andrew Peeke,25.0,D,17,0,6,6,-4,6,0,0,0,0,6,0,0,18,0.0,277.0,16:19,0.2,0.3,0.5,32,31,0,0,,6-3,210,R/-,4,2750000.0,CBJ
20,Mathieu Olivier,26.0,F,22,1,4,5,-1,19,1,0,0,0,4,0,0,21,4.8,219.0,9:58,0.0,0.2,0.2,13,53,2,3,40.0,6-1,217,R/-,4,1100000.0,CBJ
21,Elvis Merzlikins,29.0,G,26,0,0,0,0,4,0,0,0,0,0,0,0,0,,1461.0,56:10,0.0,0.0,4.7,0,0,0,0,,6-3,183,-/L,4,6000000.0,CBJ
22,Daniil Tarasov,24.0,G,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,545.0,60:30,0.0,0.0,1.0,0,0,0,0,,6-5,196,-/L,2,,CBJ
