,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%,Ht,Wt,S/C,Exp,Salary,Team
4,Nicolas Roy,26.0,C,41,9,17,26,12,23,8,1,0,2,13,4,0,70,12.9,632.0,15:25,1.6,1.2,2.8,18,21,214,227,48.5,6-4,202,R/-,6,3500000.0,VEG
5,Chandler Stephenson,29.0,C,46,8,18,26,-6,21,5,2,1,2,11,6,1,65,12.3,846.0,18:23,0.9,0.8,1.7,25,24,378,343,52.4,6-0,209,L/-,8,3225000.0,VEG
6,Alex Pietrangelo,34.0,D,45,2,20,22,1,20,2,0,0,2,13,6,1,106,1.9,1080.0,24:00,1.0,2.4,3.4,107,27,0,0,,6-3,215,R/-,15,4300000.0,VEG
7,Michael Amadio,27.0,C,43,6,11,17,5,6,4,2,0,0,9,2,0,59,10.2,549.0,12:46,0.7,0.8,1.5,19,15,53,55,49.1,6-1,204,R/-,6,775000.0,VEG
8,Paul Cotter,24.0,C,50,6,11,17,-9,33,4,2,0,0,10,1,0,64,9.4,630.0,12:36,0.5,0.4,0.9,22,136,14,14,50.0,6-2,212,L/-,2,775000.0,VEG
9,Brayden McNabb,33.0,D,50,2,15,17,17,22,2,0,0,0,14,0,1,46,4.3,977.0,19:32,0.6,3.4,4.0,137,68,0,0,,6-4,215,L/-,11,2750000.0,VEG
10,Pavel Dorofeyev,23.0,LW,29,7,7,14,5,4,7,0,0,0,7,0,0,63,11.1,389.0,13:26,0.9,0.6,1.6,16,9,2,2,50.0,6-1,194,L/-,2,825000.0,VEG
11,Brett Howden,25.0,C,48,5,8,13,-7,29,3,0,2,0,8,0,0,50,10.0,630.0,13:07,0.0,0.5,0.5,31,46,123,134,47.9,6-2,203,L/-,5,775000.0,VEG
12,Alec Martinez,36.0,D,33,4,7,11,3,4,4,0,0,0,5,2,0,49,8.2,653.0,19:47,0.6,1.6,2.3,109,17,0,0,,6-1,210,L/-,14,4250000.0,VEG
13,Keegan Kolesar,26.0,RW,47,4,6,10,0,34,4,0,0,1,5,0,1,41,9.8,510.0,10:51,-0.1,0.6,0.5,28,132,3,5,37.5,6-2,217,R/-,4,1400000.0,VEG
14,Nicolas Hague,25.0,D,42,1,9,10,-2,32,1,0,0,1,9,0,0,63,1.6,780.0,18:34,0.1,1.6,1.6,66,50,0,0,,6-6,230,L/-,4,775000.0,VEG
15,Kaedan Korczak,23.0,D,24,1,8,9,11,6,1,0,0,0,7,1,0,27,3.7,390.0,16:16,0.5,1.7,2.1,28,33,0,0,,6-3,202,R/-,2,775000.0,VEG
16,Zach Whitecloud,27.0,D,35,2,3,5,0,22,2,0,0,1,3,0,0,31,6.5,644.0,18:25,-0.1,1.4,1.3,56,64,0,0,,6-2,207,R/-,5,3000000.0,VEG
17,Logan Thompson,26.0,G,31,0,2,2,0,0,0,0,0,0,0,2,0,0,,1798.0,58:00,0.0,0.0,5.3,0,0,0,0,,6-4,205,-/L,3,775000.0,VEG
18,Brayden Pachal,24.0,D,17,1,0,1,-2,12,1,0,0,0,0,0,0,18,5.6,248.0,14:37,-0.1,0.4,0.3,23,42,0,0,,6-1,204,R/-,2,775000.0,VEG
19,Adin Hill,27.0,G,17,0,1,1,0,0,0,0,0,0,1,0,0,0,,961.0,56:32,0.0,0.0,4.4,0,0,0,0,,6-6,215,-/L,6,1600000.0,VEG
