,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%,Ht,Wt,S/C,Exp,Salary,Team
18,Cayden Primeau,24.0,G,10,0,2,2,0,2,0,0,0,0,1,1,0,0,,615.0,61:28,0.0,0.0,1.8,0,0,0,0,,6-3,198,-/L,4,800000.0,MTL
19,Joshua Roy,20.0,RW,4,1,0,1,0,0,1,0,0,0,0,0,0,8,12.5,48.0,11:54,0.1,0.1,0.1,5,1,0,1,0.0,6-0,192,L/-,0,775000.0,MTL
20,Jake Allen,33.0,G,15,0,1,1,0,2,0,0,0,0,1,0,0,1,0.0,860.0,57:20,0.0,0.0,2.8,0,0,0,0,,6-2,195,-/L,10,3900000.0,MTL
21,Sam Montembeault,27.0,G,21,0,1,1,0,0,0,0,0,0,1,0,0,0,,1263.0,60:10,0.0,0.0,4.3,0,0,0,0,,6-3,214,-/L,4,,MTL
0,Casey Mittelstadt,25.0,C,45,12,27,39,11,20,11,1,0,1,22,5,0,73,16.4,839.0,18:39,2.7,1.3,4.0,20,7,316,351,47.4,6-1,195,L/-,6,2600000.0,BUF
1,Rasmus Dahlin,23.0,D,44,13,23,36,-14,30,9,4,0,1,15,8,0,129,10.1,1095.0,24:53,3.5,1.2,4.7,85,87,0,0,,6-3,202,L/-,5,7200000.0,BUF
2,Alex Tuch,27.0,RW,38,12,19,31,-1,30,10,2,0,3,13,6,0,96,12.5,723.0,19:01,2.2,0.8,3.0,42,27,11,10,52.4,6-4,219,R/-,7,4750000.0,BUF
3,Tage Thompson,26.0,C,35,14,13,27,-7,16,9,3,2,2,8,5,0,120,11.7,642.0,18:21,2.3,0.5,2.7,12,32,190,215,46.9,6-6,220,R/-,6,5142858.0,BUF
4,Dylan Cozens,22.0,C,42,7,15,22,-6,31,6,1,0,1,12,3,0,104,6.7,696.0,16:35,0.9,0.6,1.5,18,38,268,282,48.7,6-3,195,R/-,3,5100000.0,BUF
5,Owen Power,21.0,D,45,2,15,17,4,10,2,0,0,1,13,2,0,62,3.2,1000.0,22:14,0.6,2.4,3.0,66,20,0,0,,6-6,218,L/-,2,832500.0,BUF
6,Kyle Okposo,35.0,RW,42,8,7,15,2,16,6,1,1,0,7,0,0,65,12.3,584.0,13:55,0.7,0.7,1.4,28,34,102,116,46.8,6-0,218,R/-,16,2500000.0,BUF
7,Zach Benson,18.0,LW,35,4,10,14,-1,18,4,0,0,1,10,0,0,55,7.3,532.0,15:12,0.3,0.6,0.9,14,9,2,3,40.0,5-9,163,L/-,0,855000.0,BUF
8,Victor Olofsson,28.0,RW,32,4,8,12,3,4,4,0,0,0,6,2,0,44,9.1,383.0,11:59,0.5,0.5,1.1,8,10,0,2,0.0,5-11,181,L/-,5,4750000.0,BUF
9,Jordan Greenway,26.0,LW,33,4,7,11,2,29,4,0,0,0,7,0,0,46,8.7,545.0,16:31,0.0,0.7,0.7,35,51,10,21,32.3,6-6,231,L/-,6,3500000.0,BUF
10,Connor Clifton,28.0,D,42,0,11,11,4,46,0,0,0,0,11,0,0,39,0.0,687.0,16:21,0.2,1.7,1.9,58,94,0,0,,5-11,190,R/-,5,3333334.0,BUF
11,Henri Jokiharju,24.0,D,37,2,7,9,3,6,2,0,0,0,7,0,0,40,5.0,645.0,17:26,0.3,1.5,1.8,45,41,0,0,,6-0,200,R/-,5,2600000.0,BUF
12,Jack Quinn,22.0,RW,13,4,4,8,-4,6,4,0,0,0,2,2,0,27,14.8,213.0,16:23,0.6,0.1,0.7,7,8,3,4,42.9,6-1,185,R/-,2,832500.0,BUF
13,Peyton Krebs,23.0,C,43,3,5,8,3,34,3,0,0,2,5,0,0,45,6.7,544.0,12:39,-0.4,0.7,0.3,18,39,141,167,45.8,6-0,187,L/-,3,832500.0,BUF
14,Mattias Samuelsson,23.0,D,39,1,6,7,3,24,1,0,0,1,6,0,0,43,2.3,801.0,20:32,-0.2,1.9,1.7,83,81,0,0,,6-4,231,L/-,3,2285716.0,BUF
15,Eric Robinson,28.0,LW,14,1,4,5,0,17,1,0,0,0,4,0,0,23,4.3,155.0,11:04,0.2,0.2,0.3,4,16,2,0,100.0,6-2,205,L/-,6,1700000.0,BUF
16,Ryan Johnson,22.0,D,26,0,5,5,5,8,0,0,0,0,5,0,0,21,0.0,378.0,14:33,0.0,1.1,1.2,26,3,0,0,,6-1,195,L/-,0,832500.0,BUF
17,Zemgus Girgensons,30.0,C,28,4,0,4,0,13,4,0,0,2,0,0,0,37,10.8,345.0,12:19,-0.2,0.4,0.2,18,47,30,25,54.5,6-2,200,L/-,9,2500000.0,BUF
18,Erik Johnson,35.0,D,41,3,0,3,2,24,3,0,0,1,0,0,0,37,8.1,582.0,14:11,-0.1,1.3,1.2,57,57,0,0,,6-4,225,R/-,15,2000000.0,BUF
19,Jacob Bryson,26.0,D,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,,28.0,9:26,0.0,0.0,-0.1,6,2,0,0,,5-9,176,L/-,3,1900000.0,BUF
20,Jacob Bryson,26.0,D,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,,28.0,9:26,0.0,0.0,-0.1,6,2,0,0,,5-9,176,L/-,3,1900000.0,BUF
21,Jiri Kulich,19.0,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,15.0,14:53,0.0,0.0,-0.1,0,0,0,1,0.0,6-1,186,L/-,0,82500.0,BUF
22,Devon Levi,22.0,G,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,1066.0,56:07,0.0,0.0,2.3,0,0,0,0,,6-0,192,-/L,1,832500.0,BUF
23,Ukko-Pekka Luukkonen,24.0,G,23,0,0,0,0,4,0,0,0,0,0,0,0,0,,1274.0,55:24,0.0,0.0,3.9,0,0,0,0,,6-5,215,-/L,3,925000.0,BUF
0,Tim Stutzle,22.0,LW,40,8,33,41,-2,14,8,0,0,2,25,8,0,110,7.3,862.0,21:33,2.3,0.6,3.0,19,36,142,167,46.0,6-0,193,L/-,3,5000000.0,OTT
1,Claude Giroux,36.0,C,40,13,25,38,0,20,11,2,0,0,16,8,1,100,13.0,804.0,20:05,2.7,0.7,3.4,11,18,330,241,57.8,5-11,190,R/-,16,7000000.0,OTT
2,Brady Tkachuk,24.0,LW,40,19,17,36,-6,88,14,5,0,0,14,3,0,179,10.6,758.0,18:58,3.2,0.4,3.6,18,113,99,85,53.8,6-4,221,L/-,5,10500000.0,OTT
3,Drake Batherson,25.0,C,40,16,18,34,-3,30,13,3,0,2,12,6,0,103,15.5,720.0,18:00,2.8,0.5,3.3,19,45,34,42,44.7,6-3,200,R/-,5,5400000.0,OTT
4,Vladimir Tarasenko,32.0,RW,38,11,18,29,12,10,10,1,0,3,14,4,0,76,14.5,611.0,16:04,2.2,0.9,3.1,15,33,3,2,60.0,6-1,228,L/-,11,5000000.0,OTT
5,Jakob Chychrun,25.0,D,40,7,19,26,-11,20,5,2,0,0,11,8,0,95,7.4,901.0,22:31,2.1,0.4,2.5,67,21,0,0,,6-2,220,L/-,7,4400000.0,OTT
6,Jake Sanderson,21.0,D,40,6,17,23,5,13,4,2,0,1,13,4,0,78,7.7,927.0,23:11,1.6,1.6,3.3,79,23,0,0,,6-3,195,L/-,1,832500.0,OTT
7,Mathieu Joseph,26.0,RW,30,7,13,20,7,33,7,0,0,2,12,0,1,55,12.7,493.0,16:27,1.2,0.7,1.9,15,24,17,29,37.0,6-1,187,L/-,5,2700000.0,OTT
8,Ridly Greig,21.0,C,30,6,11,17,14,31,4,2,0,0,11,0,0,49,12.2,440.0,14:40,1.0,0.9,1.9,14,46,114,154,42.5,6-1,183,L/-,1,832500.0,OTT
9,Artem Zub,28.0,D,32,3,13,16,5,14,3,0,0,0,13,0,0,44,6.8,663.0,20:44,1.0,1.3,2.3,53,49,0,0,,6-2,200,R/-,3,4000000.0,OTT
10,Dominik Kubalik,28.0,LW,40,9,3,12,-17,15,7,2,0,2,3,0,0,60,15.0,565.0,14:07,0.5,-0.2,0.3,15,21,14,18,43.8,6-2,190,L/-,4,2500000.0,OTT
11,Erik Brannstrom,24.0,D,35,2,8,10,4,24,2,0,0,0,8,0,0,37,5.4,556.0,15:53,0.5,1.1,1.5,47,9,0,0,,5-10,185,L/-,5,2000000.0,OTT
12,Thomas Chabot,27.0,D,18,1,9,10,-3,4,1,0,0,0,7,2,0,45,2.2,424.0,23:33,0.5,0.4,0.9,39,11,0,0,,6-2,195,L/-,7,8000000.0,OTT
13,Parker Kelly,24.0,F,40,5,4,9,-2,8,3,0,2,0,4,0,0,42,11.9,452.0,11:18,0.1,0.3,0.4,31,77,3,13,18.8,6-0,190,L/-,3,775000.0,OTT
14,Jacob Bernard-Docker,23.0,D,32,4,5,9,5,10,4,0,0,0,5,0,0,22,18.2,493.0,15:23,0.6,1.0,1.7,72,20,0,0,,6-0,190,R/-,3,785000.0,OTT
15,Travis Hamonic,33.0,D,39,2,3,5,-3,38,2,0,0,0,3,0,0,39,5.1,584.0,14:59,-0.1,0.6,0.5,68,42,0,0,,6-1,200,R/-,13,1100000.0,OTT
16,Rourke Chartier,27.0,C,28,2,1,3,-1,14,2,0,0,1,1,0,0,29,6.9,309.0,11:03,-0.4,0.2,-0.2,9,22,114,117,49.4,5-11,190,L/-,2,775000.0,OTT
17,Mark Kastelic,24.0,C,26,1,1,2,-4,33,1,0,0,0,1,0,0,26,3.8,187.0,7:12,-0.2,0.0,-0.2,13,38,82,58,58.6,6-3,210,R/-,2,800000.0,OTT
18,Zack MacEwen,27.0,C,20,1,1,2,-3,44,1,0,0,1,1,0,0,15,6.7,123.0,6:09,-0.1,0.0,-0.1,5,27,6,5,54.5,6-3,205,R/-,5,775000.0,OTT
19,Joonas Korpisalo,29.0,G,27,0,1,1,0,0,0,0,0,0,1,0,0,0,,1503.0,55:41,0.0,0.0,3.1,0,0,0,0,,6-3,193,-/L,8,4000000.0,OTT
20,Mads Sogaard,23.0,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,59.0,59:05,0.0,0.0,-0.1,0,0,0,0,,6-7,196,-/L,2,832500.0,OTT
