,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%,Ht,Wt,S/C,Exp,Salary,Team
0,Jesper Bratt,25.0,W,42,16,30,46,-1,8,10,6,0,5,16,14,0,124,12.9,804.0,19:08,4.0,0.9,4.8,16,28,3,8,27.3,5-10,175,L/-,6,5000000.0,NJD
1,Jack Hughes,22.0,C,32,15,30,45,-5,10,10,5,0,3,14,16,0,138,10.9,656.0,20:31,4.2,0.5,4.7,14,7,118,199,37.2,5-11,175,L/-,4,8500000.0,NJD
2,Tyler Toffoli,31.0,C,42,16,13,29,-10,8,12,4,0,1,8,5,0,116,13.8,731.0,17:25,2.5,0.4,2.9,6,27,15,25,37.5,6-0,203,R/-,11,3500000.0,NJD
3,Luke Hughes,20.0,D,42,8,16,24,-4,12,4,4,0,1,8,8,0,64,12.5,858.0,20:26,2.1,1.3,3.5,21,11,0,0,,6-2,184,L/-,1,832500.0,NJD
4,Nico Hischier,25.0,C,31,11,12,23,-2,10,7,4,0,2,8,4,0,63,17.5,568.0,18:20,1.8,0.6,2.4,18,16,302,246,55.1,6-1,175,L/-,6,7750000.0,NJD
5,Dawson Mercer,22.0,C,42,13,9,22,-7,10,10,3,0,1,8,1,0,76,17.1,744.0,17:42,1.4,0.6,2.0,29,14,101,105,49.0,6-0,180,R/-,2,832500.0,NJD
6,Erik Haula,32.0,LW,37,10,12,22,-4,26,8,1,1,2,9,2,1,73,13.7,600.0,16:13,1.5,0.5,2.1,15,38,184,141,56.6,5-11,191,L/-,10,2900000.0,NJD
7,Alexander Holtz,22.0,RW,42,11,10,21,-3,8,10,1,0,1,9,1,0,69,15.9,504.0,12:00,1.8,0.4,2.3,8,18,0,6,0.0,6-0,195,R/-,2,832500.0,NJD
8,Michael McLeod,25.0,C,42,10,9,19,9,10,10,0,0,2,9,0,0,69,14.5,628.0,14:57,1.2,1.0,2.2,20,79,399,206,66.0,6-2,190,R/-,5,1400000.0,NJD
9,Timo Meier,27.0,RW,29,9,7,16,-18,14,6,3,0,1,3,4,0,82,11.0,489.0,16:51,1.2,-0.1,1.0,12,31,25,22,53.2,6-1,220,L/-,7,6000000.0,NJD
10,Ondrej Palat,32.0,LW,35,5,9,14,-5,23,4,1,0,0,5,4,0,63,7.9,550.0,15:43,0.4,0.4,0.8,23,38,3,8,27.3,6-0,194,L/-,11,3580000.0,NJD
11,Curtis Lazar,28.0,C,37,4,10,14,7,16,3,0,1,2,10,0,0,36,11.1,464.0,12:32,0.5,0.8,1.3,30,72,53,47,53.0,6-0,203,R/-,9,1000000.0,NJD
12,John Marino,26.0,D,42,2,12,14,-7,14,2,0,0,0,12,0,0,34,5.9,883.0,21:02,0.5,1.1,1.6,50,15,0,0,,6-1,181,R/-,4,5250000.0,NJD
13,Simon Nemec,19.0,D,21,2,7,9,-3,6,2,0,0,1,5,2,0,29,6.9,436.0,20:46,0.6,0.6,1.2,37,7,0,0,,6-1,190,R/-,0,855000.0,NJD
14,Nathan Bastian,26.0,RW,40,2,5,7,-10,19,2,0,0,0,5,0,0,41,4.9,397.0,9:55,-0.2,0.1,-0.1,21,81,12,9,57.1,6-4,205,R/-,4,1350000.0,NJD
15,Colin Miller,31.0,D,23,2,3,5,11,16,2,0,0,0,3,0,0,38,5.3,353.0,15:22,0.3,1.5,1.7,17,33,0,0,,6-1,200,R/-,8,1700000.0,NJD
16,Brendan Smith,34.0,D,34,1,4,5,2,47,1,0,0,0,4,0,0,31,3.2,490.0,14:25,0.0,1.1,1.1,42,48,0,0,,6-2,200,L/-,12,1200000.0,NJD
17,Kevin Bahl,23.0,D,42,0,5,5,1,31,0,0,0,0,5,0,0,33,0.0,731.0,17:24,-0.4,1.4,1.0,46,77,0,0,,6-6,230,L/-,3,900000.0,NJD
18,Chris Tierney,29.0,C,22,0,3,3,0,2,0,0,0,0,3,0,0,10,0.0,194.0,8:49,-0.2,0.2,0.0,4,6,55,37,59.8,6-1,191,L/-,9,775000.0,NJD
19,Nico Daws,23.0,G,6,0,1,1,0,0,0,0,0,0,1,0,0,0,,354.0,59:03,0.0,0.0,1.3,0,0,0,0,,6-4,205,-/L,1,775000.0,NJD
20,Vitek Vanecek,28.0,G,25,0,1,1,0,0,0,0,0,0,1,0,0,0,,1395.0,55:48,0.0,0.0,2.3,0,0,0,0,,6-2,184,-/L,3,3750000.0,NJD
0,Johnny Gaudreau,30.0,LW,44,7,21,28,-21,10,6,1,0,1,11,10,0,90,7.8,835.0,18:58,1.1,0.1,1.2,13,1,0,1,0.0,5-9,165,L/-,10,7750000.0,CBJ
1,Adam Fantilli,19.0,C,44,11,14,25,-17,16,10,1,0,1,13,1,0,106,10.4,696.0,15:49,1.6,0.1,1.7,21,37,170,218,43.8,6-2,194,L/-,0,855000.0,CBJ
2,Kirill Marchenko,23.0,RW,42,14,10,24,6,10,8,6,0,1,10,0,0,107,13.1,693.0,16:29,1.8,1.0,2.8,26,17,19,39,32.8,6-3,197,R/-,1,832500.0,CBJ
3,Ivan Provorov,27.0,D,44,4,19,23,-9,4,4,0,0,0,13,6,0,56,7.1,1006.0,22:51,1.4,1.2,2.6,85,32,0,0,,6-1,201,L/-,7,3850000.0,CBJ
4,Dmitri Voronkov,23.0,LW,38,9,13,22,4,27,7,2,0,0,12,1,0,59,15.3,506.0,13:19,1.6,0.7,2.3,23,35,119,154,43.6,6-5,240,L/-,0,832500.0,CBJ
5,Yegor Chinakhov,22.0,RW,33,11,7,18,-5,6,10,1,0,2,6,1,0,68,16.2,513.0,15:32,1.4,0.4,1.8,18,25,0,5,0.0,6-1,204,L/-,2,800000.0,CBJ
6,Justin Danforth,30.0,RW,44,9,9,18,-8,18,9,0,0,1,9,0,0,57,15.8,685.0,15:34,0.8,0.4,1.2,34,65,124,122,50.4,5-9,190,R/-,2,975000.0,CBJ
7,Cole Sillinger,20.0,C,39,7,10,17,0,28,6,1,0,1,10,0,0,79,8.9,588.0,15:05,0.7,0.6,1.4,42,47,189,217,46.6,6-1,201,L/-,2,832500.0,CBJ
8,Kent Johnson,21.0,C,28,6,8,14,1,2,6,0,0,1,8,0,0,42,14.3,385.0,13:46,0.9,0.4,1.3,13,3,4,7,36.4,6-0,178,L/-,2,832500.0,CBJ
9,Alexandre Texier,24.0,C,42,6,7,13,-9,20,6,0,0,0,6,1,0,56,10.7,607.0,14:26,0.2,0.3,0.5,19,16,4,7,36.4,6-1,194,L/-,4,1750000.0,CBJ
10,Erik Gudbranson,32.0,D,40,3,10,13,-14,51,3,0,0,1,10,0,0,39,7.7,783.0,19:35,0.6,0.4,1.0,104,37,0,0,,6-5,222,R/-,12,4000000.0,CBJ
11,Damon Severson,29.0,D,29,5,7,12,-2,22,5,0,0,0,6,1,0,35,14.3,615.0,21:13,0.9,1.0,1.9,49,11,0,0,,6-2,205,R/-,9,6000000.0,CBJ
12,Sean Kuraly,31.0,C,36,6,5,11,-2,28,6,0,0,0,5,0,0,48,12.5,485.0,13:29,0.3,0.4,0.8,21,77,164,163,50.2,6-2,213,L/-,7,3250000.0,CBJ
13,Emil Bemstrom,24.0,C,29,5,6,11,-4,8,2,3,0,0,6,0,0,47,10.6,383.0,13:13,0.5,0.3,0.8,21,14,6,7,46.2,6-0,195,R/-,4,900000.0,CBJ
14,Jack Roslovic,27.0,C,22,2,8,10,-9,8,2,0,0,1,6,2,0,37,5.4,357.0,16:15,0.2,0.0,0.2,15,10,34,47,42.0,6-1,200,R/-,7,4000000.0,CBJ
15,David Jiricek,20.0,D,36,1,8,9,-1,20,1,0,0,1,8,0,0,33,3.0,532.0,14:47,0.3,0.9,1.2,39,17,0,0,,6-3,189,R/-,1,855000.0,CBJ
16,Jake Bean,25.0,D,41,3,4,7,-12,20,3,0,0,0,4,0,0,56,5.4,666.0,16:15,0.1,0.4,0.5,62,13,0,0,,6-1,196,L/-,4,2900000.0,CBJ
17,Adam Boqvist,23.0,D,17,0,7,7,-1,0,0,0,0,0,3,4,0,19,0.0,308.0,18:08,0.3,0.5,0.8,23,7,0,0,,6-0,182,R/-,4,2600000.0,CBJ
18,Andrew Peeke,25.0,D,15,0,6,6,-2,2,0,0,0,0,6,0,0,16,0.0,251.0,16:44,0.3,0.3,0.6,30,24,0,0,,6-3,210,R/-,4,2750000.0,CBJ
19,Mathieu Olivier,26.0,F,22,1,4,5,-1,19,1,0,0,0,4,0,0,21,4.8,219.0,9:58,0.0,0.2,0.2,13,53,2,3,40.0,6-1,217,R/-,4,1100000.0,CBJ
20,Spencer Martin,28.0,G,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,707.0,54:24,0.0,0.0,1.5,0,0,0,0,,6-3,191,-/L,3,775000.0,CBJ
21,Elvis Merzlikins,29.0,G,24,0,0,0,0,4,0,0,0,0,0,0,0,0,,1341.0,55:52,0.0,0.0,4.6,0,0,0,0,,6-3,183,-/L,4,6000000.0,CBJ
22,Daniil Tarasov,24.0,G,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,485.0,60:34,0.0,0.0,0.8,0,0,0,0,,6-5,196,-/L,2,,CBJ
