,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%,Ht,Wt,S/C,Exp,Team,specific_pos,Cap%,Salary
91,Nicolas Aube-Kubel,27.0,RW,35.0,5.0,8.0,13.0,8.0,23.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,37.0,13.5,444.0,12:42,0.5,0.9,1.4,18.0,58.0,6.0,10.0,37.5,6-0,207.0,R/-,5.0,WSH,RW,1.5,1225000.0
92,T.J. Oshie,37.0,C,30.0,8.0,4.0,12.0,-8.0,28.0,4.0,4.0,0.0,2.0,2.0,2.0,0.0,63.0,12.7,490.0,16:19,0.6,0.4,0.9,29.0,39.0,9.0,25.0,26.5,6-0,187.0,R/-,15.0,WSH,RW,6.9,5750000.0
93,Rasmus Sandin,23.0,D,39.0,1.0,11.0,12.0,-10.0,12.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,49.0,2.0,858.0,22:00,0.2,1.6,1.8,65.0,36.0,0.0,0.0,,5-11,182.0,L/-,4.0,WSH,LD,1.7,1400000.0
94,Beck Malenstyn,25.0,LW,46.0,4.0,7.0,11.0,4.0,14.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,57.0,7.0,646.0,14:03,-0.4,1.0,0.7,52.0,106.0,13.0,16.0,44.8,6-3,200.0,L/-,3.0,WSH,"C, LW",0.9,762500.0
95,Martin Fehervary,24.0,D,41.0,2.0,8.0,10.0,-3.0,20.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,41.0,4.9,776.0,18:56,0.2,1.9,2.1,67.0,85.0,0.0,0.0,,6-2,199.0,L/-,3.0,WSH,LD/RD,3.2,2675000.0
96,Trevor van Riemsdyk,32.0,D,39.0,0.0,8.0,8.0,-9.0,12.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,42.0,0.0,720.0,18:28,-0.1,1.3,1.2,54.0,5.0,0.0,0.0,,6-3,191.0,R/-,9.0,WSH,RD,3.6,3000000.0
97,Max Pacioretty,35.0,LW,12.0,1.0,6.0,7.0,-1.0,4.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,27.0,3.7,176.0,14:40,0.3,0.2,0.5,2.0,12.0,2.0,0.0,100.0,6-2,217.0,L/-,15.0,WSH,LW,2.4,2000000.0
98,Nick Jensen,33.0,D,47.0,0.0,7.0,7.0,-6.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,43.0,0.0,895.0,19:03,-0.4,2.0,1.6,68.0,28.0,0.0,0.0,,6-1,205.0,R/-,7.0,WSH,RD,4.9,4050000.0
99,Matthew Phillips,25.0,F,26.0,1.0,4.0,5.0,-2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,15.0,6.7,269.0,10:20,-0.2,0.3,0.1,14.0,3.0,1.0,1.0,50.0,5-7,140.0,R/-,2.0,WSH,"RW, C",0.9,775000.0
100,Ethan Bear,26.0,D,12.0,1.0,2.0,3.0,-5.0,8.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,19.0,5.3,198.0,16:30,0.1,0.2,0.3,17.0,5.0,0.0,0.0,,5-11,197.0,R/-,5.0,WSH,RD,2.5,2062500.0
101,Joel Edmundson,30.0,D,31.0,1.0,2.0,3.0,-2.0,19.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,29.0,3.4,500.0,16:08,-0.2,1.2,1.0,41.0,28.0,0.0,0.0,,6-5,221.0,L/-,8.0,WSH,LD/RD,2.1,1750000.0
102,Alexander Alexeyev,24.0,D,13.0,1.0,0.0,1.0,-4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.5,166.0,12:46,0.0,0.2,0.1,15.0,6.0,0.0,0.0,,6-4,213.0,L/-,2.0,WSH,LD/RD,1.0,825000.0
103,Darcy Kuemper,33.0,G,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1402.0,58:25,0.0,0.0,3.2,0.0,0.0,0.0,0.0,,6-5,215.0,-/L,11.0,WSH,G,6.3,5250000.0
104,Charlie Lindgren,30.0,G,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1207.0,57:28,0.0,0.0,4.4,0.0,0.0,0.0,0.0,,6-2,179.0,-/R,7.0,WSH,G,1.3,1100000.0
105,Noah Dobson,24.0,D,49.0,6.0,46.0,52.0,21.0,22.0,5.0,1.0,0.0,2.0,26.0,19.0,1.0,113.0,5.3,1273.0,25:59,4.1,3.9,8.0,116.0,37.0,0.0,0.0,,6-4,194.0,R/-,4.0,NYI,RD,4.8,4000000.0
106,Mathew Barzal,26.0,C,48.0,13.0,38.0,51.0,2.0,28.0,9.0,4.0,0.0,3.0,24.0,14.0,0.0,146.0,8.9,948.0,19:45,3.6,1.1,4.7,24.0,18.0,20.0,21.0,48.8,6-1,190.0,R/-,7.0,NYI,"C, RW",11.0,9150000.0
107,Bo Horvat,28.0,C,48.0,20.0,25.0,45.0,6.0,20.0,12.0,8.0,0.0,3.0,18.0,6.0,1.0,146.0,13.7,947.0,19:43,3.7,1.3,5.0,30.0,33.0,445.0,435.0,50.6,6-0,215.0,L/-,9.0,NYI,C,10.2,8500000.0
108,Brock Nelson,32.0,C,49.0,21.0,17.0,38.0,-11.0,18.0,14.0,6.0,1.0,1.0,10.0,7.0,0.0,156.0,13.5,864.0,17:38,3.4,0.5,3.9,26.0,20.0,261.0,284.0,47.9,6-4,210.0,L/-,10.0,NYI,"C, LW",7.2,6000000.0
109,Kyle Palmieri,32.0,RW,49.0,13.0,15.0,28.0,-15.0,20.0,7.0,6.0,0.0,2.0,7.0,8.0,0.0,122.0,10.7,832.0,16:58,1.7,0.4,2.1,27.0,39.0,9.0,16.0,36.0,5-11,198.0,R/-,13.0,NYI,"RW, LW",6.0,5000000.0
110,Jean-Gabriel Pageau,31.0,C,49.0,6.0,14.0,20.0,-11.0,8.0,5.0,0.0,1.0,1.0,8.0,1.0,5.0,61.0,9.8,776.0,15:50,0.4,0.4,0.8,49.0,105.0,423.0,359.0,54.1,5-11,185.0,R/-,11.0,NYI,C,6.0,5000000.0
111,Anders Lee,33.0,LW,49.0,13.0,6.0,19.0,3.0,35.0,10.0,3.0,0.0,2.0,6.0,0.0,0.0,118.0,11.0,766.0,15:38,1.0,0.9,1.9,34.0,82.0,7.0,13.0,35.0,6-3,235.0,L/-,11.0,NYI,LW,8.4,7000000.0
112,Simon Holmstrom,22.0,RW,48.0,12.0,6.0,18.0,-2.0,10.0,7.0,0.0,5.0,1.0,4.0,0.0,2.0,47.0,25.5,641.0,13:21,1.2,0.6,1.8,31.0,8.0,6.0,11.0,35.3,6-2,215.0,L/-,1.0,NYI,RW,1.0,863333.0
113,Pierre Engvall,27.0,LW,43.0,5.0,9.0,14.0,-2.0,16.0,4.0,1.0,0.0,0.0,8.0,1.0,0.0,71.0,7.0,649.0,15:06,0.1,0.6,0.7,9.0,10.0,15.0,14.0,51.7,6-5,219.0,L/-,4.0,NYI,"RW, LW",3.6,3000000.0
114,Alexander Romanov,24.0,D,49.0,5.0,8.0,13.0,12.0,12.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,80.0,6.3,1101.0,22:28,0.4,2.9,3.3,107.0,66.0,0.0,0.0,,6-1,215.0,L/-,3.0,NYI,LD,3.0,2500000.0
115,Cal Clutterbuck,36.0,RW,49.0,4.0,9.0,13.0,0.0,24.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,32.0,12.5,626.0,12:47,-0.1,0.7,0.6,39.0,141.0,12.0,16.0,42.9,6-0,212.0,R/-,16.0,NYI,RW,2.1,1750000.0
116,Julien Gauthier,26.0,RW,27.0,5.0,4.0,9.0,-5.0,8.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,32.0,15.6,275.0,10:10,0.6,0.1,0.7,17.0,55.0,3.0,5.0,37.5,6-4,224.0,R/-,4.0,NYI,RW,0.9,787500.0
117,Mike Reilly,30.0,D,26.0,3.0,6.0,9.0,-9.0,16.0,2.0,0.0,1.0,1.0,4.0,2.0,0.0,55.0,5.5,423.0,16:16,0.6,0.1,0.8,24.0,24.0,0.0,0.0,,6-1,196.0,L/-,8.0,NYI,LD,1.2,1000000.0
118,Hudson Fasching,28.0,RW,35.0,3.0,5.0,8.0,-8.0,6.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,30.0,10.0,416.0,11:54,-0.1,0.2,0.1,21.0,21.0,1.0,1.0,50.0,6-3,204.0,R/-,6.0,NYI,RW,0.9,775000.0
119,Oliver Wahlstrom,23.0,RW,23.0,2.0,4.0,6.0,-7.0,4.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,31.0,6.5,255.0,11:04,0.1,0.0,0.1,16.0,19.0,5.0,4.0,55.6,6-2,204.0,R/-,4.0,NYI,RW,1.0,874125.0
120,Scott Mayfield,31.0,D,34.0,0.0,4.0,4.0,-8.0,27.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,29.0,0.0,642.0,18:52,-0.4,0.6,0.2,90.0,42.0,0.0,0.0,,6-5,220.0,R/-,9.0,NYI,RD,4.2,3500000.0
121,Adam Pelech,29.0,D,25.0,0.0,4.0,4.0,-1.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,26.0,0.0,489.0,19:33,-0.2,0.8,0.6,42.0,19.0,0.0,0.0,,6-3,210.0,L/-,8.0,NYI,LD,6.9,5750000.0
122,Matt Martin,34.0,LW,27.0,2.0,1.0,3.0,2.0,18.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,8.0,258.0,9:33,-0.2,0.4,0.1,12.0,74.0,2.0,3.0,40.0,6-3,220.0,L/-,14.0,NYI,"LW, RW",1.8,1500000.0
123,Samuel Bolduc,23.0,D,33.0,1.0,2.0,3.0,-5.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,29.0,3.4,427.0,12:57,-0.1,0.4,0.3,36.0,32.0,0.0,0.0,,6-4,220.0,L/-,1.0,NYI,LD,1.0,800000.0
124,Ilya Sorokin,28.0,G,35.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2065.0,58:59,0.0,0.0,7.7,0.0,0.0,0.0,0.0,,6-3,195.0,-/L,3.0,NYI,G,4.8,4000000.0
125,Semyon Varlamov,35.0,G,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,876.0,54:43,0.0,0.0,3.4,0.0,0.0,0.0,0.0,,6-2,206.0,-/L,15.0,NYI,G,3.3,2750000.0
126,Jesper Bratt,25.0,W,47.0,19.0,31.0,50.0,1.0,8.0,13.0,6.0,0.0,5.0,17.0,14.0,0.0,145.0,13.1,894.0,19:01,4.5,1.0,5.5,23.0,30.0,3.0,8.0,27.3,5-10,175.0,L/-,6.0,NJD,"RW, LW",9.4,7875000.0
127,Tyler Toffoli,31.0,C,47.0,21.0,13.0,34.0,-9.0,12.0,17.0,4.0,0.0,2.0,8.0,5.0,0.0,135.0,15.6,812.0,17:17,3.3,0.5,3.8,6.0,30.0,16.0,26.0,38.1,6-0,203.0,R/-,11.0,NJD,"RW, LW",5.1,4250000.0
128,Nico Hischier,25.0,C,36.0,13.0,15.0,28.0,0.0,10.0,9.0,4.0,0.0,2.0,11.0,4.0,0.0,73.0,17.8,662.0,18:24,2.3,0.7,3.0,20.0,19.0,353.0,283.0,55.5,6-1,175.0,L/-,6.0,NJD,C,8.7,7250000.0
129,Luke Hughes,20.0,D,47.0,8.0,18.0,26.0,-7.0,14.0,4.0,4.0,0.0,1.0,10.0,8.0,0.0,67.0,11.9,971.0,20:40,2.2,1.2,3.5,26.0,13.0,0.0,0.0,,6-2,184.0,L/-,1.0,NJD,LD/RD,1.1,925000.0
130,Dawson Mercer,22.0,C,47.0,13.0,10.0,23.0,-13.0,10.0,10.0,3.0,0.0,1.0,9.0,1.0,0.0,84.0,15.5,831.0,17:41,1.3,0.4,1.7,31.0,15.0,110.0,117.0,48.5,6-0,180.0,R/-,2.0,NJD,"RW, C",1.1,894167.0
131,Alexander Holtz,22.0,RW,47.0,12.0,11.0,23.0,-6.0,8.0,11.0,1.0,0.0,2.0,10.0,1.0,0.0,79.0,15.2,568.0,12:05,2.0,0.4,2.3,9.0,22.0,0.0,8.0,0.0,6-0,195.0,R/-,2.0,NJD,"RW, LW",1.1,894167.0
132,Erik Haula,32.0,LW,41.0,10.0,13.0,23.0,-3.0,28.0,8.0,1.0,1.0,2.0,10.0,2.0,1.0,82.0,12.2,664.0,16:12,1.5,0.6,2.1,15.0,41.0,211.0,158.0,57.2,5-11,191.0,L/-,10.0,NJD,"C, LW",3.8,3150000.0
133,Timo Meier,27.0,RW,34.0,9.0,9.0,18.0,-23.0,14.0,6.0,3.0,0.0,1.0,5.0,4.0,0.0,98.0,9.2,578.0,17:00,1.1,-0.2,0.9,17.0,35.0,28.0,28.0,50.0,6-1,220.0,L/-,7.0,NJD,"LW, RW",10.5,8800000.0
134,Curtis Lazar,28.0,C,42.0,6.0,10.0,16.0,10.0,16.0,5.0,0.0,1.0,2.0,10.0,0.0,0.0,43.0,14.0,526.0,12:31,0.8,0.9,1.7,35.0,85.0,62.0,59.0,51.2,6-0,203.0,R/-,9.0,NJD,"RW, C",1.2,1000000.0
135,Ondrej Palat,32.0,LW,37.0,6.0,10.0,16.0,-4.0,25.0,5.0,1.0,0.0,0.0,6.0,4.0,0.0,67.0,9.0,579.0,15:38,0.6,0.5,1.1,24.0,39.0,3.0,8.0,27.3,6-0,194.0,L/-,11.0,NJD,"LW, RW",7.2,6000000.0
136,John Marino,26.0,D,47.0,3.0,12.0,15.0,-9.0,16.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,40.0,7.5,991.0,21:06,0.6,1.1,1.7,59.0,18.0,0.0,0.0,,6-1,181.0,R/-,4.0,NJD,RD,5.3,4400000.0
137,Simon Nemec,19.0,D,26.0,2.0,11.0,13.0,-7.0,10.0,2.0,0.0,0.0,1.0,9.0,2.0,0.0,33.0,6.1,540.0,20:46,0.8,0.5,1.3,43.0,8.0,0.0,0.0,,6-1,190.0,R/-,0.0,NJD,RD,1.1,918333.0
138,Nathan Bastian,26.0,RW,45.0,3.0,7.0,10.0,-9.0,21.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,47.0,6.4,470.0,10:27,0.0,0.2,0.2,24.0,93.0,13.0,10.0,56.5,6-4,205.0,R/-,4.0,NJD,RW,1.6,1350000.0
139,Kevin Bahl,23.0,D,47.0,0.0,7.0,7.0,-1.0,37.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,38.0,0.0,825.0,17:33,-0.3,1.4,1.1,56.0,86.0,0.0,0.0,,6-6,230.0,L/-,3.0,NJD,LD,1.3,1050000.0
140,Colin Miller,31.0,D,27.0,2.0,3.0,5.0,10.0,18.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,43.0,4.7,423.0,15:40,0.2,1.5,1.7,19.0,42.0,0.0,0.0,,6-1,200.0,R/-,8.0,NJD,RD,2.2,1850000.0
141,Chris Tierney,29.0,C,27.0,0.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,15.0,0.0,247.0,9:10,-0.3,0.3,0.0,6.0,9.0,65.0,51.0,56.0,6-1,191.0,L/-,9.0,NJD,C,0.9,775000.0
142,Nico Daws,23.0,G,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,437.0,54:39,0.0,0.0,1.2,0.0,0.0,0.0,0.0,,6-4,205.0,-/L,1.0,NJD,G,1.0,850833.0
143,Vitek Vanecek,28.0,G,29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1610.0,55:31,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,6-2,184.0,-/L,3.0,NJD,G,4.1,3400000.0
144,Johnny Gaudreau,30.0,LW,50.0,7.0,25.0,32.0,-20.0,10.0,6.0,1.0,0.0,1.0,14.0,11.0,0.0,96.0,7.3,942.0,18:51,1.2,0.3,1.5,13.0,2.0,0.0,1.0,0.0,5-9,165.0,L/-,10.0,CBJ,LW,11.7,9750000.0
145,Zach Werenski,26.0,D,38.0,1.0,27.0,28.0,5.0,12.0,1.0,0.0,0.0,0.0,21.0,6.0,0.0,99.0,1.0,923.0,24:18,1.7,2.1,3.9,66.0,8.0,0.0,0.0,,6-2,213.0,L/-,7.0,CBJ,,,
146,Adam Fantilli,19.0,C,49.0,12.0,15.0,27.0,-21.0,16.0,11.0,1.0,0.0,1.0,13.0,2.0,0.0,115.0,10.4,770.0,15:43,1.7,0.1,1.8,25.0,46.0,171.0,221.0,43.6,6-2,194.0,L/-,0.0,CBJ,C,1.1,950000.0
147,Kirill Marchenko,23.0,RW,48.0,15.0,10.0,25.0,6.0,10.0,8.0,7.0,0.0,1.0,10.0,0.0,0.0,125.0,12.0,784.0,16:20,1.8,1.1,2.9,30.0,24.0,19.0,39.0,32.8,6-3,197.0,R/-,1.0,CBJ,RW,1.1,925000.0
148,Dmitri Voronkov,23.0,LW,44.0,12.0,13.0,25.0,5.0,35.0,9.0,3.0,0.0,1.0,12.0,1.0,0.0,74.0,16.2,587.0,13:21,2.0,0.8,2.9,30.0,42.0,150.0,194.0,43.6,6-5,240.0,L/-,0.0,CBJ,"LW, C, RW",1.1,925000.0
149,Yegor Chinakhov,22.0,RW,39.0,14.0,10.0,24.0,-3.0,6.0,13.0,1.0,0.0,2.0,9.0,1.0,0.0,80.0,17.5,611.0,15:40,2.1,0.5,2.6,21.0,31.0,0.0,9.0,0.0,6-1,204.0,L/-,2.0,CBJ,"RW, LW",1.0,800000.0
150,Ivan Provorov,27.0,D,50.0,4.0,19.0,23.0,-10.0,6.0,4.0,0.0,0.0,0.0,13.0,6.0,0.0,65.0,6.2,1134.0,22:41,1.3,1.4,2.7,94.0,40.0,0.0,0.0,,6-1,201.0,L/-,7.0,CBJ,LD,5.7,4725000.0
151,Justin Danforth,30.0,RW,50.0,9.0,10.0,19.0,-10.0,18.0,9.0,0.0,0.0,1.0,10.0,0.0,0.0,65.0,13.8,758.0,15:10,0.7,0.5,1.1,38.0,73.0,129.0,132.0,49.4,5-9,190.0,R/-,2.0,CBJ,"RW, C",1.2,975000.0
152,Cole Sillinger,20.0,C,45.0,8.0,11.0,19.0,1.0,28.0,7.0,1.0,0.0,1.0,11.0,0.0,0.0,87.0,9.2,695.0,15:27,0.7,0.8,1.5,48.0,53.0,222.0,273.0,44.8,6-1,201.0,L/-,2.0,CBJ,C,1.1,925000.0
153,Boone Jenner,30.0,C,35.0,13.0,5.0,18.0,-7.0,14.0,10.0,3.0,0.0,0.0,4.0,1.0,0.0,93.0,14.0,673.0,19:13,1.2,0.5,1.7,45.0,55.0,351.0,291.0,54.7,6-2,203.0,L/-,10.0,CBJ,"C, LW",4.5,3750000.0
154,Alexandre Texier,24.0,C,48.0,8.0,8.0,16.0,-8.0,22.0,6.0,0.0,2.0,1.0,7.0,1.0,0.0,63.0,12.7,688.0,14:20,0.5,0.4,0.9,25.0,21.0,4.0,7.0,36.4,6-1,194.0,L/-,4.0,CBJ,"LW, C, RW",1.8,1525000.0
155,Damon Severson,29.0,D,35.0,6.0,10.0,16.0,-2.0,26.0,6.0,0.0,0.0,0.0,7.0,2.0,1.0,42.0,14.3,734.0,20:58,1.3,1.3,2.5,54.0,16.0,0.0,0.0,,6-2,205.0,R/-,9.0,CBJ,RD,7.5,6250000.0
156,Kent Johnson,21.0,C,34.0,6.0,9.0,15.0,2.0,4.0,6.0,0.0,0.0,1.0,9.0,0.0,0.0,52.0,11.5,471.0,13:52,0.8,0.6,1.4,13.0,4.0,4.0,11.0,26.7,6-0,178.0,L/-,2.0,CBJ,"LW, C",1.1,925000.0
157,Erik Gudbranson,32.0,D,46.0,3.0,11.0,14.0,-15.0,51.0,3.0,0.0,0.0,1.0,10.0,0.0,1.0,46.0,6.5,895.0,19:28,0.6,0.6,1.2,112.0,40.0,0.0,0.0,,6-5,222.0,R/-,12.0,CBJ,RD,4.8,4000000.0
158,Sean Kuraly,31.0,C,42.0,7.0,6.0,13.0,-2.0,30.0,7.0,0.0,0.0,0.0,5.0,0.0,1.0,59.0,11.9,575.0,13:41,0.4,0.5,0.9,23.0,89.0,182.0,185.0,49.6,6-2,213.0,L/-,7.0,CBJ,"C, LW",3.0,2500000.0
159,Emil Bemstrom,24.0,C,30.0,5.0,6.0,11.0,-4.0,8.0,2.0,3.0,0.0,0.0,6.0,0.0,0.0,47.0,10.6,396.0,13:11,0.5,0.3,0.8,21.0,14.0,6.0,7.0,46.2,6-0,195.0,R/-,4.0,CBJ,"RW, LW",1.1,900000.0
160,Jack Roslovic,27.0,C,27.0,2.0,8.0,10.0,-13.0,12.0,2.0,0.0,0.0,1.0,6.0,2.0,0.0,42.0,4.8,423.0,15:40,0.0,0.0,0.0,15.0,12.0,37.0,47.0,44.0,6-1,200.0,R/-,7.0,CBJ,"C, RW",4.8,4000000.0
161,Jake Bean,25.0,D,47.0,4.0,4.0,8.0,-10.0,22.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,62.0,6.5,768.0,16:21,0.2,0.7,1.0,70.0,17.0,0.0,0.0,,6-1,196.0,L/-,4.0,CBJ,LD/RD,2.8,2333333.0
162,Andrew Peeke,25.0,D,20.0,0.0,6.0,6.0,-4.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,21.0,0.0,313.0,15:40,0.2,0.3,0.5,40.0,35.0,0.0,0.0,,6-3,210.0,R/-,4.0,CBJ,RD,3.3,2750000.0
163,Mathieu Olivier,26.0,F,23.0,1.0,4.0,5.0,-1.0,24.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,21.0,4.8,226.0,9:50,0.0,0.2,0.2,13.0,56.0,2.0,3.0,40.0,6-1,217.0,R/-,4.0,CBJ,RW,1.3,1100000.0
164,Elvis Merzlikins,29.0,G,28.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1584.0,56:35,0.0,0.0,5.1,0.0,0.0,0.0,0.0,,6-3,183.0,-/L,4.0,CBJ,G,6.5,5400000.0
165,Daniil Tarasov,24.0,G,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,602.0,60:14,0.0,0.0,1.1,0.0,0.0,0.0,0.0,,6-5,196.0,-/L,2.0,CBJ,G,1.3,1050000.0
166,David Pastrnak,27.0,RW,49.0,33.0,39.0,72.0,16.0,39.0,22.0,11.0,0.0,4.0,22.0,17.0,0.0,248.0,13.3,976.0,19:55,7.6,1.5,9.2,13.0,35.0,4.0,9.0,30.8,6-1,195.0,R/-,9.0,BOS,RW,13.5,11250000.0
167,Brad Marchand,35.0,LW,49.0,24.0,23.0,47.0,9.0,51.0,16.0,7.0,1.0,5.0,9.0,14.0,0.0,131.0,18.3,957.0,19:32,4.3,1.3,5.6,22.0,49.0,19.0,23.0,45.2,5-9,176.0,L/-,14.0,BOS,LW,7.3,6125000.0
168,Charlie Coyle,31.0,C,49.0,18.0,24.0,42.0,12.0,26.0,14.0,4.0,0.0,4.0,22.0,1.0,1.0,100.0,18.0,884.0,18:02,3.5,1.3,4.8,34.0,55.0,454.0,438.0,50.9,6-3,223.0,R/-,11.0,BOS,"C, RW",6.3,5250000.0
169,Charlie McAvoy,26.0,D,41.0,7.0,26.0,33.0,13.0,55.0,6.0,1.0,0.0,2.0,15.0,11.0,0.0,78.0,9.0,1007.0,24:33,2.7,2.8,5.5,85.0,55.0,0.0,0.0,,6-1,209.0,R/-,6.0,BOS,RD,11.4,9500000.0
170,James van Riemsdyk,34.0,LW,45.0,8.0,24.0,32.0,8.0,8.0,3.0,5.0,0.0,3.0,18.0,6.0,0.0,101.0,7.9,622.0,13:49,2.2,0.9,3.1,12.0,13.0,6.0,7.0,46.2,6-3,208.0,L/-,14.0,BOS,"LW, RW",1.2,1000000.0
171,Pavel Zacha,26.0,C,45.0,10.0,20.0,30.0,8.0,12.0,8.0,2.0,0.0,3.0,13.0,7.0,0.0,83.0,12.0,822.0,18:15,1.7,1.1,2.8,16.0,47.0,317.0,276.0,53.5,6-4,199.0,L/-,8.0,BOS,"LW, C",5.7,4750000.0
172,Trent Frederic,25.0,C,49.0,14.0,15.0,29.0,17.0,45.0,13.0,1.0,0.0,0.0,15.0,0.0,0.0,72.0,19.4,673.0,13:45,2.4,1.3,3.6,32.0,84.0,64.0,74.0,46.4,6-3,214.0,L/-,5.0,BOS,"LW, RW",2.8,2300000.0
173,Jake DeBrusk,27.0,LW,47.0,12.0,13.0,25.0,13.0,12.0,8.0,2.0,2.0,2.0,8.0,5.0,0.0,100.0,12.0,785.0,16:42,1.5,1.2,2.7,26.0,42.0,5.0,13.0,27.8,6-0,197.0,L/-,6.0,BOS,"RW, LW",4.8,4000000.0
174,Morgan Geekie,25.0,C,43.0,8.0,15.0,23.0,10.0,16.0,6.0,2.0,0.0,0.0,10.0,5.0,0.0,74.0,10.8,662.0,15:24,1.2,1.0,2.2,32.0,49.0,157.0,198.0,44.2,6-3,200.0,R/-,4.0,BOS,"C, RW",2.4,2000000.0
175,Hampus Lindholm,30.0,D,49.0,1.0,18.0,19.0,17.0,48.0,0.0,1.0,0.0,0.0,14.0,4.0,0.0,62.0,1.6,1169.0,23:51,0.5,3.4,3.9,69.0,21.0,0.0,0.0,,6-4,215.0,L/-,10.0,BOS,LD,7.8,6500000.0
176,Danton Heinen,28.0,C,41.0,9.0,9.0,18.0,12.0,18.0,8.0,1.0,0.0,3.0,9.0,0.0,0.0,75.0,12.0,580.0,14:08,1.1,1.0,2.1,28.0,29.0,9.0,10.0,47.4,6-2,195.0,L/-,7.0,BOS,"LW, RW",0.9,775000.0
177,Matthew Poitras,19.0,C,33.0,5.0,10.0,15.0,4.0,6.0,5.0,0.0,0.0,1.0,9.0,1.0,0.0,40.0,12.5,442.0,13:24,0.7,0.6,1.3,15.0,15.0,111.0,143.0,43.7,5-11,180.0,R/-,0.0,BOS,C,1.0,870000.0
178,Kevin Shattenkirk,35.0,D,41.0,5.0,8.0,13.0,-4.0,12.0,3.0,2.0,0.0,0.0,3.0,5.0,0.0,61.0,8.2,651.0,15:52,1.0,0.9,1.9,53.0,23.0,0.0,0.0,,6-0,212.0,R/-,13.0,BOS,RD,1.3,1050000.0
179,Brandon Carlo,27.0,D,44.0,3.0,10.0,13.0,23.0,24.0,3.0,0.0,0.0,1.0,10.0,0.0,0.0,49.0,6.1,890.0,20:13,0.5,3.3,3.8,78.0,61.0,0.0,0.0,,6-6,218.0,R/-,7.0,BOS,RD,4.9,4100000.0
180,Matt Grzelcyk,30.0,D,35.0,2.0,5.0,7.0,6.0,16.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,38.0,5.3,621.0,17:45,0.1,1.6,1.7,38.0,21.0,0.0,0.0,,5-10,176.0,L/-,7.0,BOS,LD,4.4,3687500.0
181,Jakub Lauko,23.0,C,36.0,2.0,4.0,6.0,-4.0,20.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,22.0,9.1,340.0,9:26,-0.2,0.2,0.0,9.0,73.0,4.0,6.0,40.0,6-0,196.0,L/-,1.0,BOS,"LW, RW",0.9,787500.0
