,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%,Ht,Wt,S/C,Exp,Team,specific_pos,Cap%,Salary
16,Jonathan Quick,38.0,G,17.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,987.0,58:02,0.0,0.0,3.2,0.0,0.0,0.0,0.0,,6-1,220.0,-/L,16.0,NYR,G,1.0,825000.0
17,Igor Shesterkin,28.0,G,32.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1887.0,58:59,0.0,0.0,4.7,0.0,0.0,0.0,0.0,,6-1,189.0,-/L,4.0,NYR,G,6.8,5666667.0
18,Travis Konecny,26.0,C,50.0,22.0,20.0,42.0,9.0,44.0,15.0,2.0,5.0,2.0,18.0,2.0,0.0,166.0,13.3,984.0,19:41,3.6,1.7,5.3,14.0,35.0,16.0,31.0,34.0,5-10,192.0,R/-,7.0,PHI,"RW, LW",6.6,5500000.0
19,Joel Farabee,23.0,LW,50.0,17.0,23.0,40.0,4.0,29.0,15.0,2.0,0.0,2.0,19.0,4.0,0.0,120.0,14.2,805.0,16:05,3.4,1.2,4.6,41.0,26.0,19.0,26.0,42.2,6-0,183.0,L/-,4.0,PHI,"LW, RW",6.0,5000000.0
20,Sean Couturier,31.0,C,46.0,10.0,21.0,31.0,8.0,16.0,7.0,3.0,0.0,2.0,17.0,3.0,1.0,135.0,7.4,918.0,19:57,1.5,1.5,3.0,27.0,14.0,501.0,453.0,52.5,6-3,211.0,L/-,11.0,PHI,C,9.3,7750000.0
21,Cam Atkinson,34.0,RW,49.0,13.0,15.0,28.0,-16.0,20.0,11.0,2.0,0.0,3.0,11.0,4.0,0.0,150.0,8.7,847.0,17:17,1.7,0.6,2.3,29.0,10.0,9.0,11.0,45.0,5-8,176.0,R/-,11.0,PHI,"RW, LW",7.0,5875000.0
22,Travis Sanheim,27.0,D,49.0,4.0,23.0,27.0,-17.0,32.0,4.0,0.0,0.0,2.0,16.0,5.0,2.0,91.0,4.4,1184.0,24:10,1.6,1.8,3.3,81.0,36.0,0.0,0.0,,6-4,222.0,L/-,6.0,PHI,LD/RD,7.5,6250000.0
23,Morgan Frost,24.0,C,39.0,7.0,15.0,22.0,6.0,10.0,5.0,2.0,0.0,1.0,11.0,4.0,0.0,76.0,9.2,603.0,15:28,1.2,1.0,2.2,32.0,22.0,200.0,244.0,45.0,6-0,193.0,L/-,4.0,PHI,C,2.5,2100000.0
24,Tyson Foerster,22.0,RW,49.0,9.0,11.0,20.0,3.0,22.0,6.0,3.0,0.0,0.0,8.0,3.0,0.0,103.0,8.7,832.0,16:59,0.6,1.2,1.8,34.0,37.0,0.0,1.0,0.0,6-2,203.0,R/-,1.0,PHI,"RW, C",1.0,863333.0
25,Scott Laughton,29.0,C,50.0,5.0,15.0,20.0,-8.0,44.0,4.0,0.0,1.0,0.0,10.0,1.0,4.0,109.0,4.6,766.0,15:19,0.4,0.7,1.1,29.0,73.0,287.0,291.0,49.7,6-1,190.0,L/-,10.0,PHI,"LW, C",3.6,3000000.0
26,Sean Walker,29.0,D,50.0,5.0,12.0,17.0,6.0,26.0,3.0,0.0,2.0,1.0,10.0,1.0,1.0,84.0,6.0,980.0,19:36,1.0,2.9,3.9,69.0,53.0,0.0,0.0,,5-11,195.0,R/-,5.0,PHI,LD/RD,3.2,2650000.0
27,Ryan Poehling,25.0,C,45.0,5.0,9.0,14.0,-11.0,6.0,4.0,0.0,1.0,1.0,8.0,0.0,1.0,59.0,8.5,608.0,13:31,0.2,0.4,0.6,45.0,25.0,219.0,223.0,49.5,6-2,196.0,L/-,4.0,PHI,"C, LW",1.7,1400000.0
28,Nick Seeler,30.0,D,50.0,0.0,7.0,7.0,15.0,65.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,60.0,0.0,848.0,16:58,-0.4,3.3,2.9,141.0,65.0,0.0,0.0,,6-2,201.0,L/-,5.0,PHI,LD/RD,0.9,775000.0
29,Garnet Hathaway,32.0,RW,50.0,4.0,2.0,6.0,-14.0,72.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,47.0,8.5,565.0,11:18,-0.6,0.2,-0.3,39.0,121.0,14.0,6.0,70.0,6-3,208.0,R/-,8.0,PHI,"RW, LW",2.8,2375000.0
30,Noah Cates,24.0,LW,28.0,1.0,4.0,5.0,-7.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,31.0,3.2,385.0,13:44,-0.5,0.3,-0.2,15.0,6.0,113.0,148.0,43.3,6-2,194.0,L/-,2.0,PHI,"C, LW",3.1,2625000.0
31,Rasmus Ristolainen,29.0,D,29.0,1.0,3.0,4.0,-6.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,44.0,2.3,483.0,16:40,-0.1,0.8,0.7,42.0,44.0,0.0,0.0,,6-4,221.0,R/-,10.0,PHI,RD,6.1,5100000.0
32,Jamie Drysdale,21.0,D,8.0,1.0,2.0,3.0,-6.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,11.0,9.1,157.0,19:40,0.2,0.0,0.2,10.0,5.0,0.0,0.0,,5-11,183.0,R/-,3.0,PHI,RD,2.8,2300000.0
33,Nicolas Deslauriers,32.0,LW,45.0,0.0,3.0,3.0,-9.0,53.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,40.0,0.0,388.0,8:37,-0.8,0.2,-0.6,18.0,114.0,4.0,6.0,40.0,6-1,220.0,L/-,10.0,PHI,"LW, RW",2.1,1750000.0
34,Marc Staal,37.0,D,17.0,1.0,1.0,2.0,1.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,14.3,225.0,13:13,0.0,0.6,0.7,21.0,15.0,0.0,0.0,,6-4,208.0,L/-,16.0,PHI,LD,1.3,1100000.0
35,Olle Lycksell,24.0,RW,4.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,45.0,11:19,0.0,0.1,0.1,0.0,0.0,0.0,2.0,0.0,5-10,163.0,L/-,1.0,PHI,RW,0.9,787500.0
36,Samuel Ersson,24.0,G,25.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1409.0,56:21,0.0,0.0,3.1,0.0,0.0,0.0,0.0,,6-3,196.0,-/L,1.0,PHI,G,1.0,859167.0
37,Sebastian Aho,26.0,F,45.0,17.0,37.0,54.0,8.0,18.0,12.0,4.0,1.0,4.0,18.0,18.0,1.0,131.0,13.0,880.0,19:33,4.3,1.5,5.8,10.0,20.0,306.0,265.0,53.6,6-0,176.0,L/-,7.0,CAR,C,10.1,8460250.0
38,Sebastian Aho,26.0,F,45.0,17.0,37.0,54.0,8.0,18.0,12.0,4.0,1.0,4.0,18.0,18.0,1.0,131.0,13.0,880.0,19:33,4.3,1.5,5.8,10.0,20.0,306.0,265.0,53.6,6-0,176.0,L/-,7.0,CAR,LD,1.0,825000.0
39,Sebastian Aho,27.0,D,40.0,1.0,5.0,6.0,-12.0,6.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,36.0,2.8,649.0,16:14,-0.1,0.3,0.2,53.0,23.0,0.0,0.0,,5-10,186.0,L/-,4.0,NYI,C,10.1,8460250.0
40,Sebastian Aho,27.0,D,40.0,1.0,5.0,6.0,-12.0,6.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,36.0,2.8,649.0,16:14,-0.1,0.3,0.2,53.0,23.0,0.0,0.0,,5-10,186.0,L/-,4.0,NYI,LD,1.0,825000.0
41,Seth Jarvis,21.0,C,48.0,15.0,23.0,38.0,3.0,10.0,7.0,8.0,0.0,3.0,18.0,4.0,1.0,115.0,13.0,910.0,18:58,2.5,1.3,3.9,27.0,69.0,100.0,129.0,43.7,5-10,175.0,R/-,2.0,CAR,RW,1.1,894167.0
42,Martin Necas,25.0,C,43.0,13.0,18.0,31.0,-12.0,28.0,9.0,4.0,0.0,2.0,13.0,5.0,0.0,115.0,11.3,757.0,17:36,2.1,0.6,2.7,17.0,37.0,34.0,64.0,34.7,6-2,189.0,R/-,6.0,CAR,RW,3.6,3000000.0
43,Michael Bunting,28.0,LW,47.0,10.0,21.0,31.0,-15.0,41.0,5.0,5.0,0.0,1.0,12.0,9.0,0.0,75.0,13.3,694.0,14:46,2.0,0.4,2.4,13.0,15.0,6.0,15.0,28.6,6-0,192.0,L/-,4.0,CAR,LW,5.4,4500000.0
44,Andrei Svechnikov,23.0,RW,29.0,11.0,19.0,30.0,3.0,30.0,6.0,5.0,0.0,6.0,10.0,9.0,0.0,71.0,15.5,495.0,17:04,2.5,0.8,3.3,8.0,66.0,0.0,0.0,,6-2,195.0,L/-,5.0,CAR,"LW, RW",9.3,7750000.0
45,Teuvo Teravainen,29.0,F,48.0,16.0,13.0,29.0,3.0,4.0,8.0,7.0,1.0,3.0,8.0,4.0,1.0,94.0,17.0,816.0,17:00,2.0,1.2,3.2,15.0,8.0,61.0,63.0,49.2,5-11,191.0,L/-,10.0,CAR,"LW, RW",6.5,5400000.0
46,Stefan Noesen,30.0,RW,47.0,11.0,16.0,27.0,9.0,24.0,8.0,3.0,0.0,1.0,12.0,4.0,0.0,62.0,17.7,582.0,12:23,2.0,1.1,3.1,14.0,55.0,20.0,42.0,32.3,6-1,205.0,R/-,9.0,CAR,"LW, RW",0.9,762500.0
47,Brent Burns,38.0,D,48.0,8.0,19.0,27.0,14.0,14.0,4.0,3.0,1.0,0.0,9.0,10.0,0.0,118.0,6.8,1036.0,21:35,2.1,3.5,5.6,38.0,15.0,0.0,0.0,,6-5,230.0,R/-,19.0,CAR,RD,6.3,5280000.0
48,Brady Skjei,29.0,D,48.0,7.0,20.0,27.0,3.0,22.0,5.0,1.0,1.0,1.0,13.0,6.0,1.0,103.0,6.8,1026.0,21:22,2.0,2.7,4.7,54.0,28.0,0.0,0.0,,6-3,210.0,L/-,8.0,CAR,LD,6.3,5250000.0
49,Jack Drury,23.0,C,48.0,8.0,14.0,22.0,5.0,16.0,6.0,2.0,0.0,0.0,10.0,4.0,0.0,60.0,13.3,554.0,11:32,1.3,0.9,2.3,19.0,15.0,226.0,196.0,53.6,5-11,174.0,L/-,2.0,CAR,C,1.1,925000.0
50,Jaccob Slavin,29.0,D,48.0,4.0,16.0,20.0,11.0,6.0,2.0,0.0,2.0,0.0,15.0,0.0,1.0,94.0,4.3,1005.0,20:56,1.0,3.2,4.3,74.0,22.0,0.0,0.0,,6-3,207.0,L/-,8.0,CAR,LD,6.3,5300000.0
51,Jesperi Kotkaniemi,23.0,C,48.0,9.0,9.0,18.0,-11.0,28.0,8.0,1.0,0.0,0.0,7.0,1.0,1.0,92.0,9.8,686.0,14:18,0.7,0.5,1.2,24.0,28.0,227.0,229.0,49.8,6-2,201.0,L/-,5.0,CAR,C,5.8,4820000.0
52,Dmitry Orlov,32.0,D,48.0,3.0,14.0,17.0,-8.0,28.0,2.0,0.0,1.0,1.0,11.0,3.0,0.0,77.0,3.9,797.0,16:37,0.9,1.3,2.3,32.0,51.0,0.0,0.0,,5-11,214.0,L/-,11.0,CAR,LD,9.3,7750000.0
53,Jordan Martinook,31.0,LW,48.0,7.0,9.0,16.0,-1.0,18.0,7.0,0.0,0.0,1.0,9.0,0.0,0.0,94.0,7.4,719.0,14:58,0.2,0.9,1.1,18.0,30.0,28.0,18.0,60.9,6-0,196.0,L/-,9.0,CAR,"LW, RW",2.2,1800000.0
54,Jordan Staal,35.0,C,48.0,6.0,9.0,15.0,-12.0,26.0,6.0,0.0,0.0,2.0,7.0,1.0,1.0,79.0,7.6,755.0,15:44,-0.1,0.6,0.5,24.0,66.0,485.0,361.0,57.3,6-4,220.0,L/-,17.0,CAR,"C, LW",3.5,2900000.0
55,Jalen Chatfield,27.0,D,43.0,4.0,9.0,13.0,-1.0,12.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,55.0,7.3,640.0,14:53,0.8,1.5,2.3,43.0,28.0,0.0,0.0,,6-1,188.0,R/-,3.0,CAR,RD,0.9,762500.0
56,Jesper Fast,32.0,RW,45.0,5.0,7.0,12.0,-1.0,8.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,52.0,9.6,584.0,12:58,0.0,0.7,0.7,14.0,34.0,4.0,4.0,50.0,6-1,191.0,R/-,10.0,CAR,RW,2.9,2400000.0
57,Tony DeAngelo,28.0,D,21.0,2.0,7.0,9.0,-11.0,14.0,0.0,2.0,0.0,0.0,3.0,4.0,0.0,33.0,6.1,299.0,14:15,0.7,-0.1,0.6,9.0,2.0,0.0,0.0,,5-11,180.0,R/-,7.0,CAR,,,
58,Brett Pesce,29.0,D,40.0,3.0,4.0,7.0,-2.0,10.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,60.0,5.0,813.0,20:19,-0.1,1.8,1.8,69.0,12.0,0.0,0.0,,6-3,206.0,R/-,8.0,CAR,RD,4.8,4025000.0
59,Brendan Lemieux,27.0,LW,21.0,2.0,1.0,3.0,-2.0,40.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,12.5,162.0,7:42,0.0,0.1,0.2,3.0,32.0,4.0,8.0,33.3,6-1,215.0,L/-,6.0,CAR,"LW, RW",1.0,800000.0
60,Spencer Martin,28.0,G,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,60.0,60:00,0.0,0.0,0.2,0.0,0.0,0.0,0.0,,6-3,191.0,-/L,3.0,CAR,G,0.9,762500.0
61,Antti Raanta,34.0,G,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1245.0,54:08,0.0,0.0,1.1,0.0,0.0,0.0,0.0,,6-0,195.0,-/L,10.0,CAR,G,1.8,1500000.0
62,Sidney Crosby,36.0,C,46.0,27.0,23.0,50.0,19.0,24.0,21.0,6.0,0.0,3.0,19.0,4.0,0.0,167.0,16.2,934.0,20:19,4.9,1.7,6.6,22.0,47.0,634.0,435.0,59.3,5-11,200.0,L/-,18.0,PIT,C,10.4,8700000.0
63,Jake Guentzel,29.0,C,46.0,22.0,27.0,49.0,12.0,14.0,18.0,4.0,0.0,2.0,20.0,7.0,0.0,173.0,12.7,966.0,21:00,4.2,1.5,5.7,18.0,29.0,4.0,13.0,23.5,5-11,180.0,L/-,7.0,PIT,"LW, RW",7.2,6000000.0
64,Evgeni Malkin,37.0,C,46.0,16.0,24.0,40.0,2.0,40.0,13.0,3.0,0.0,2.0,15.0,9.0,0.0,125.0,12.8,876.0,19:02,3.0,1.0,4.0,23.0,11.0,220.0,226.0,49.3,6-3,195.0,L/-,17.0,PIT,C,7.3,6100000.0
65,Erik Karlsson,33.0,D,46.0,7.0,27.0,34.0,9.0,24.0,5.0,2.0,0.0,2.0,19.0,8.0,0.0,109.0,6.4,1124.0,24:26,2.6,3.0,5.6,48.0,18.0,0.0,0.0,,6-0,190.0,R/-,14.0,PIT,RD,12.0,10000000.0
66,Kris Letang,36.0,D,46.0,3.0,26.0,29.0,15.0,46.0,3.0,0.0,0.0,0.0,24.0,2.0,0.0,94.0,3.2,1143.0,24:51,1.7,3.5,5.2,75.0,78.0,0.0,0.0,,6-0,201.0,R/-,17.0,PIT,RD,7.3,6100000.0
67,Bryan Rust,31.0,RW,33.0,11.0,16.0,27.0,15.0,8.0,11.0,0.0,0.0,1.0,15.0,1.0,0.0,99.0,11.1,628.0,19:01,1.9,1.2,3.2,23.0,25.0,1.0,2.0,33.3,5-11,192.0,R/-,9.0,PIT,"RW, LW",6.1,5125000.0
68,Reilly Smith,32.0,RW,40.0,8.0,12.0,20.0,-1.0,6.0,7.0,1.0,0.0,1.0,7.0,5.0,0.0,80.0,10.0,649.0,16:14,0.9,0.7,1.6,10.0,21.0,3.0,6.0,33.3,6-1,185.0,L/-,12.0,PIT,"LW, RW",6.0,5000000.0
69,Marcus Pettersson,27.0,D,46.0,2.0,17.0,19.0,20.0,24.0,2.0,0.0,0.0,1.0,17.0,0.0,0.0,59.0,3.4,1040.0,22:37,0.7,3.7,4.4,81.0,50.0,0.0,0.0,,6-3,177.0,L/-,6.0,PIT,LD,4.8,4025175.0
70,Rickard Rakell,30.0,RW,34.0,5.0,13.0,18.0,1.0,4.0,3.0,2.0,0.0,1.0,11.0,2.0,0.0,82.0,6.1,582.0,17:06,0.6,0.7,1.3,21.0,42.0,3.0,7.0,30.0,6-1,195.0,R/-,11.0,PIT,"RW, LW",6.0,5000000.0
71,Lars Eller,34.0,C,46.0,9.0,6.0,15.0,2.0,16.0,7.0,1.0,1.0,0.0,6.0,0.0,0.0,92.0,9.8,689.0,14:59,0.4,0.8,1.2,29.0,29.0,268.0,237.0,53.1,6-2,205.0,L/-,14.0,PIT,C,2.9,2450000.0
72,Drew O'Connor,25.0,F,46.0,6.0,9.0,15.0,8.0,12.0,6.0,0.0,0.0,1.0,8.0,0.0,1.0,87.0,6.9,679.0,14:46,0.2,1.0,1.2,24.0,26.0,14.0,13.0,51.9,6-3,200.0,L/-,3.0,PIT,LW,1.1,925000.0
73,Ryan Graves,28.0,D,46.0,3.0,5.0,8.0,11.0,20.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,55.0,5.5,889.0,19:20,0.0,2.7,2.6,89.0,38.0,0.0,0.0,,6-5,220.0,L/-,5.0,PIT,LD,5.4,4500000.0
74,Jeff Carter,39.0,C,40.0,5.0,2.0,7.0,-3.0,10.0,3.0,1.0,1.0,3.0,2.0,0.0,0.0,49.0,10.2,467.0,11:41,-0.1,0.4,0.3,20.0,36.0,104.0,60.0,63.4,6-3,219.0,R/-,18.0,PIT,"RW, C",3.7,3125000.0
75,Noel Acciari,32.0,C,38.0,3.0,1.0,4.0,1.0,8.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,44.0,6.8,494.0,13:00,-0.7,0.6,-0.1,57.0,80.0,225.0,182.0,55.3,5-10,209.0,R/-,8.0,PIT,"C, RW",2.4,2000000.0
76,Jansen Harkins,26.0,C,31.0,0.0,4.0,4.0,-3.0,14.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,29.0,0.0,267.0,8:36,-0.4,0.2,-0.2,9.0,43.0,2.0,0.0,100.0,6-2,197.0,L/-,4.0,PIT,LW,1.0,850000.0
77,Pierre-Olivier Joseph,24.0,D,19.0,0.0,3.0,3.0,-4.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,13.0,0.0,253.0,13:18,0.0,0.2,0.2,12.0,15.0,0.0,0.0,,6-2,185.0,L/-,3.0,PIT,LD,1.0,825000.0
78,Chad Ruhwedel,33.0,D,32.0,1.0,1.0,2.0,-2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,4.3,393.0,12:16,-0.2,0.7,0.5,24.0,45.0,0.0,0.0,,5-11,191.0,R/-,11.0,PIT,RD,1.0,800000.0
79,Tristan Jarry,28.0,G,32.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.3,1753.0,54:46,0.0,0.0,5.8,0.0,0.0,0.0,0.0,,6-2,194.0,-/L,7.0,PIT,G,6.4,5375000.0
80,Alex Nedeljkovic,28.0,G,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,899.0,56:11,0.0,0.0,3.4,0.0,0.0,0.0,0.0,,6-0,189.0,-/L,6.0,PIT,G,1.8,1500000.0
81,Colin White,27.0,C,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,48.0,9:36,-0.1,0.1,0.0,2.0,5.0,7.0,3.0,70.0,6-1,194.0,R/-,7.0,PIT,"RW, C",0.9,775000.0
82,Dylan Strome,26.0,C,47.0,19.0,12.0,31.0,-8.0,10.0,14.0,5.0,0.0,3.0,8.0,4.0,0.0,98.0,19.4,819.0,17:26,2.5,0.8,3.3,33.0,6.0,357.0,332.0,51.8,6-3,200.0,L/-,7.0,WSH,C,6.0,5000000.0
83,Alex Ovechkin,38.0,LW,44.0,9.0,22.0,31.0,-17.0,12.0,5.0,4.0,0.0,2.0,13.0,9.0,0.0,151.0,6.0,851.0,19:20,1.5,0.5,2.0,9.0,73.0,0.0,2.0,0.0,6-3,238.0,R/-,18.0,WSH,LW,11.4,9500000.0
84,John Carlson,34.0,D,47.0,3.0,25.0,28.0,0.0,18.0,2.0,1.0,0.0,1.0,16.0,9.0,0.0,104.0,2.9,1207.0,25:41,1.5,3.3,4.8,105.0,24.0,0.0,0.0,,6-3,215.0,R/-,14.0,WSH,RD,9.6,8000000.0
85,Anthony Mantha,29.0,RW,43.0,15.0,8.0,23.0,6.0,6.0,14.0,1.0,0.0,0.0,5.0,3.0,0.0,77.0,19.5,599.0,13:55,2.0,1.0,3.0,15.0,19.0,2.0,5.0,28.6,6-5,234.0,L/-,8.0,WSH,"LW, RW",6.8,5700000.0
86,Tom Wilson,29.0,RW,46.0,12.0,9.0,21.0,-12.0,86.0,8.0,3.0,1.0,2.0,8.0,1.0,0.0,114.0,10.5,840.0,18:16,0.8,0.7,1.5,38.0,125.0,9.0,21.0,30.0,6-4,220.0,R/-,10.0,WSH,RW,6.2,5166667.0
87,Aliaksei Protas,23.0,C,46.0,3.0,15.0,18.0,-5.0,4.0,3.0,0.0,0.0,0.0,14.0,0.0,1.0,60.0,5.0,603.0,13:07,0.3,0.6,1.0,25.0,12.0,23.0,43.0,34.8,6-6,225.0,L/-,2.0,WSH,"RW, LW, C",0.9,789167.0
88,Evgeny Kuznetsov,31.0,C,43.0,6.0,11.0,17.0,-11.0,24.0,6.0,0.0,0.0,1.0,7.0,4.0,0.0,69.0,8.7,808.0,18:47,0.0,0.7,0.6,12.0,6.0,246.0,297.0,45.3,6-2,207.0,L/-,10.0,WSH,C,9.3,7800000.0
89,Connor McMichael,23.0,C,45.0,7.0,8.0,15.0,-8.0,24.0,5.0,1.0,1.0,2.0,7.0,0.0,1.0,76.0,9.2,681.0,15:08,0.2,0.6,0.8,22.0,10.0,147.0,218.0,40.3,6-0,180.0,L/-,3.0,WSH,"LW, C",1.0,863333.0
90,Nic Dowd,33.0,C,38.0,7.0,6.0,13.0,8.0,24.0,7.0,0.0,0.0,2.0,6.0,0.0,0.0,36.0,19.4,602.0,15:50,0.2,1.1,1.3,52.0,42.0,307.0,308.0,49.9,6-1,193.0,R/-,8.0,WSH,C,1.6,1300000.0
