,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%,Ht,Wt,S/C,Exp,Team,specific_pos,Cap%,Salary
179,Charlie Coyle,31.0,C,43.0,15.0,17.0,32.0,3.0,20.0,11.0,4.0,0.0,2.0,16.0,0.0,1.0,89.0,16.9,772.0,17:57,2.5,1.0,3.5,32.0,48.0,405.0,394.0,50.7,6-3,223.0,R/-,11.0,BOS,"C, RW",6.3,5250000.0
180,Charlie McAvoy,26.0,D,35.0,6.0,23.0,29.0,3.0,49.0,5.0,1.0,0.0,2.0,13.0,10.0,0.0,65.0,9.2,864.0,24:42,2.3,2.1,4.5,70.0,49.0,0.0,0.0,,6-1,209.0,R/-,6.0,BOS,RD,11.4,9500000.0
181,James van Riemsdyk,34.0,LW,39.0,7.0,20.0,27.0,3.0,8.0,2.0,5.0,0.0,3.0,14.0,6.0,0.0,83.0,8.4,536.0,13:44,1.8,0.7,2.6,11.0,13.0,6.0,7.0,46.2,6-3,208.0,L/-,14.0,BOS,"LW, RW",1.2,1000000.0
182,Pavel Zacha,26.0,C,39.0,9.0,16.0,25.0,1.0,12.0,7.0,2.0,0.0,3.0,9.0,7.0,0.0,71.0,12.7,725.0,18:35,1.3,0.9,2.2,14.0,44.0,272.0,237.0,53.4,6-4,199.0,L/-,8.0,BOS,"LW, C",5.7,4750000.0
183,Trent Frederic,25.0,C,43.0,13.0,10.0,23.0,11.0,38.0,12.0,1.0,0.0,0.0,10.0,0.0,0.0,64.0,20.3,585.0,13:36,1.9,1.1,3.0,27.0,75.0,50.0,59.0,45.9,6-3,214.0,L/-,5.0,BOS,"LW, RW",2.8,2300000.0
184,Jake DeBrusk,27.0,LW,42.0,9.0,11.0,20.0,11.0,12.0,6.0,2.0,1.0,1.0,7.0,4.0,0.0,93.0,9.7,709.0,16:53,0.9,1.2,2.1,22.0,39.0,4.0,13.0,23.5,6-0,197.0,L/-,6.0,BOS,"RW, LW",4.8,4000000.0
185,Morgan Geekie,25.0,C,37.0,8.0,12.0,20.0,4.0,12.0,6.0,2.0,0.0,0.0,8.0,4.0,0.0,70.0,11.4,567.0,15:20,1.2,0.8,2.0,26.0,34.0,130.0,160.0,44.8,6-3,200.0,R/-,4.0,BOS,"C, RW",2.4,2000000.0
186,Matthew Poitras,19.0,C,30.0,5.0,10.0,15.0,4.0,6.0,5.0,0.0,0.0,1.0,9.0,1.0,0.0,38.0,13.2,413.0,13:46,0.8,0.6,1.4,15.0,12.0,106.0,135.0,44.0,5-11,180.0,R/-,0.0,BOS,C,1.0,870000.0
187,Danton Heinen,28.0,C,35.0,5.0,9.0,14.0,11.0,18.0,5.0,0.0,0.0,2.0,9.0,0.0,0.0,64.0,7.8,496.0,14:10,0.5,1.0,1.5,23.0,26.0,6.0,8.0,42.9,6-2,195.0,L/-,7.0,BOS,"LW, RW",0.9,775000.0
188,Hampus Lindholm,30.0,D,43.0,1.0,13.0,14.0,5.0,44.0,0.0,1.0,0.0,0.0,9.0,4.0,0.0,60.0,1.7,1032.0,23:59,0.2,2.6,2.8,62.0,15.0,0.0,0.0,,6-4,215.0,L/-,10.0,BOS,LD,7.8,6500000.0
189,Kevin Shattenkirk,35.0,D,37.0,5.0,7.0,12.0,-3.0,8.0,3.0,2.0,0.0,0.0,3.0,4.0,0.0,58.0,8.6,587.0,15:52,0.9,1.1,2.0,45.0,19.0,0.0,0.0,,6-0,212.0,R/-,13.0,BOS,RD,1.3,1050000.0
190,John Beecher,22.0,C,39.0,5.0,2.0,7.0,-6.0,15.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,27.0,18.5,403.0,10:20,0.1,0.2,0.3,25.0,60.0,208.0,178.0,53.9,6-3,210.0,L/-,0.0,BOS,C,1.1,925000.0
191,Mason Lohrei,23.0,D,26.0,3.0,3.0,6.0,-4.0,14.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,34.0,8.8,426.0,16:24,0.3,0.6,1.0,46.0,17.0,0.0,0.0,,6-5,211.0,L/-,0.0,BOS,LD,1.1,925000.0
192,Matt Grzelcyk,30.0,D,29.0,2.0,4.0,6.0,3.0,14.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,37.0,5.4,515.0,17:46,0.1,1.4,1.5,32.0,19.0,0.0,0.0,,5-10,176.0,L/-,7.0,BOS,LD,4.4,3687500.0
193,Jakub Lauko,23.0,C,31.0,0.0,3.0,3.0,-5.0,20.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,18.0,0.0,289.0,9:19,-0.5,0.1,-0.4,9.0,57.0,4.0,4.0,50.0,6-0,196.0,L/-,1.0,BOS,"LW, RW",0.9,787500.0
194,Jesper Boqvist,25.0,C,8.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,14.3,80.0,10:04,0.1,0.2,0.3,1.0,4.0,5.0,6.0,45.5,6-1,184.0,L/-,4.0,BOS,"C, LW",0.9,775000.0
195,Parker Wotherspoon,26.0,D,16.0,0.0,2.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,275.0,17:13,-0.1,0.8,0.7,32.0,24.0,0.0,0.0,,6-1,190.0,L/-,1.0,BOS,LD,0.9,775000.0
196,Oskar Steen,25.0,C,26.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.3,231.0,8:54,-0.4,0.3,-0.2,16.0,47.0,0.0,2.0,0.0,5-9,199.0,R/-,3.0,BOS,"C, RW",1.0,800000.0
197,Jeremy Swayman,25.0,G,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1360.0,56:40,0.0,0.0,5.3,0.0,0.0,0.0,0.0,,6-2,194.0,-/L,3.0,BOS,G,4.2,3475000.0
198,Linus Ullmark,30.0,G,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1245.0,59:18,0.0,0.0,4.6,0.0,0.0,0.0,0.0,,6-5,212.0,-/L,8.0,BOS,G,6.0,5000000.0
199,Sam Reinhart,28.0,C,44.0,33.0,23.0,56.0,14.0,21.0,13.0,16.0,4.0,9.0,19.0,4.0,0.0,119.0,27.7,896.0,20:22,6.2,1.7,7.9,41.0,22.0,148.0,159.0,48.2,6-2,193.0,R/-,9.0,FLA,RW,7.8,6500000.0
200,Aleksander Barkov,28.0,C,40.0,11.0,35.0,46.0,20.0,18.0,10.0,1.0,0.0,2.0,20.0,14.0,1.0,117.0,9.4,774.0,19:21,3.4,1.8,5.2,30.0,41.0,322.0,263.0,55.0,6-3,215.0,L/-,10.0,FLA,C,12.0,10000000.0
201,Carter Verhaeghe,28.0,C,44.0,23.0,20.0,43.0,7.0,16.0,17.0,6.0,0.0,4.0,16.0,4.0,0.0,145.0,15.9,784.0,17:49,4.2,1.3,5.5,13.0,23.0,21.0,32.0,39.6,6-2,180.0,L/-,4.0,FLA,LW,5.0,4166667.0
202,Matthew Tkachuk,26.0,LW,44.0,12.0,30.0,42.0,3.0,48.0,11.0,1.0,0.0,1.0,16.0,14.0,0.0,163.0,7.4,837.0,19:01,2.9,1.2,4.2,16.0,54.0,3.0,5.0,37.5,6-2,201.0,L/-,7.0,FLA,RW,11.4,9500000.0
203,Evan Rodrigues,30.0,C,44.0,7.0,20.0,27.0,15.0,16.0,6.0,1.0,0.0,1.0,15.0,5.0,0.0,98.0,7.1,705.0,16:02,1.4,1.5,2.8,14.0,38.0,18.0,16.0,52.9,5-11,184.0,R/-,8.0,FLA,"LW, C",3.6,3000000.0
204,Oliver Ekman-Larsson,32.0,D,44.0,8.0,14.0,22.0,-6.0,36.0,7.0,1.0,0.0,2.0,6.0,8.0,0.0,70.0,11.4,838.0,19:03,1.9,1.6,3.5,48.0,31.0,0.0,0.0,,6-2,200.0,L/-,13.0,FLA,LD,2.7,2250000.0
205,Sam Bennett,27.0,C,32.0,10.0,8.0,18.0,-1.0,57.0,6.0,4.0,0.0,1.0,5.0,3.0,0.0,73.0,13.7,536.0,16:44,1.2,0.7,1.9,9.0,44.0,187.0,206.0,47.6,6-1,195.0,L/-,9.0,FLA,C,5.3,4425000.0
206,Gustav Forsling,27.0,D,44.0,6.0,12.0,18.0,28.0,35.0,5.0,1.0,0.0,0.0,12.0,0.0,0.0,100.0,6.0,978.0,22:13,1.1,4.5,5.6,60.0,50.0,0.0,0.0,,6-0,186.0,L/-,6.0,FLA,LD,3.2,2666667.0
207,Anton Lundell,22.0,C,40.0,2.0,12.0,14.0,6.0,18.0,2.0,0.0,0.0,0.0,9.0,2.0,1.0,81.0,2.5,611.0,15:17,-0.1,1.0,0.9,14.0,14.0,238.0,220.0,52.0,6-1,185.0,L/-,2.0,FLA,"C, LW",1.1,925000.0
208,Niko Mikkola,27.0,D,44.0,3.0,10.0,13.0,6.0,18.0,3.0,0.0,0.0,0.0,9.0,0.0,1.0,52.0,5.8,886.0,20:09,0.4,2.6,3.1,74.0,77.0,0.0,0.0,,6-4,209.0,L/-,4.0,FLA,LD,3.0,2500000.0
209,Eetu Luostarinen,25.0,C,44.0,7.0,4.0,11.0,-5.0,8.0,5.0,2.0,0.0,2.0,4.0,0.0,0.0,63.0,11.1,709.0,16:06,-0.2,0.8,0.5,32.0,50.0,73.0,66.0,52.5,6-3,190.0,L/-,4.0,FLA,"LW, C",1.8,1500000.0
210,Dmitry Kulikov,33.0,D,40.0,0.0,11.0,11.0,2.0,32.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,40.0,0.0,673.0,16:50,0.2,1.8,2.1,51.0,52.0,0.0,0.0,,6-1,201.0,L/-,14.0,FLA,LD/RD,1.2,1000000.0
211,Kevin Stenlund,27.0,C,44.0,8.0,2.0,10.0,-6.0,38.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,43.0,18.6,558.0,12:41,0.2,0.5,0.7,26.0,32.0,256.0,202.0,55.9,6-4,211.0,R/-,5.0,FLA,"C, RW",1.2,1000000.0
212,Aaron Ekblad,27.0,D,27.0,1.0,8.0,9.0,15.0,30.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,52.0,1.9,577.0,21:23,0.2,2.5,2.8,32.0,33.0,0.0,0.0,,6-4,215.0,R/-,9.0,FLA,RD,9.0,7500000.0
213,Brandon Montour,29.0,D,28.0,1.0,8.0,9.0,-5.0,10.0,1.0,0.0,0.0,1.0,2.0,6.0,0.0,69.0,1.4,648.0,23:09,0.2,1.2,1.4,24.0,25.0,0.0,0.0,,6-0,194.0,R/-,7.0,FLA,RD,4.2,3500000.0
214,Josh Mahura,25.0,D,18.0,0.0,5.0,5.0,-4.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,15.0,0.0,227.0,12:37,0.2,0.3,0.5,12.0,15.0,0.0,0.0,,6-0,185.0,L/-,5.0,FLA,LD/RD,1.1,925000.0
215,Ryan Lomberg,29.0,LW,44.0,2.0,1.0,3.0,-1.0,27.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,4.1,422.0,9:36,-0.7,0.5,-0.2,10.0,68.0,3.0,6.0,33.3,5-9,187.0,L/-,5.0,FLA,LW,1.0,800000.0
216,Steven Lorentz,27.0,C,26.0,1.0,2.0,3.0,-7.0,6.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,20.0,5.0,221.0,8:30,-0.2,0.0,-0.2,10.0,29.0,40.0,46.0,46.5,6-4,206.0,L/-,3.0,FLA,"C, LW, RW",1.3,1050000.0
217,Sergei Bobrovsky,35.0,G,33.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,1949.0,59:04,0.0,0.0,5.8,0.0,0.0,0.0,0.0,,6-2,182.0,-/L,13.0,FLA,G,12.0,10000000.0
218,Jonah Gadjovich,25.0,LW,16.0,0.0,2.0,2.0,-2.0,45.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,0.0,107.0,6:43,-0.1,0.1,0.0,4.0,17.0,0.0,0.0,,6-2,209.0,L/-,3.0,FLA,"LW, RW",1.0,810000.0
219,William Lockwood,25.0,RW,22.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,192.0,8:44,-0.4,0.3,-0.1,7.0,42.0,3.0,4.0,42.9,5-11,172.0,R/-,3.0,FLA,RW,0.9,775000.0
220,Anthony Stolarz,30.0,G,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,676.0,56:22,0.0,0.0,1.9,0.0,0.0,0.0,0.0,,6-6,243.0,-/L,6.0,FLA,G,1.3,1100000.0
221,William Nylander,27.0,C,42.0,21.0,36.0,57.0,4.0,8.0,13.0,6.0,2.0,3.0,20.0,15.0,1.0,184.0,11.4,845.0,20:08,5.2,0.9,6.1,9.0,17.0,12.0,22.0,35.3,6-0,204.0,R/-,8.0,TOR,RW,8.3,6962366.0
222,Auston Matthews,26.0,C,41.0,34.0,16.0,50.0,6.0,4.0,25.0,9.0,0.0,2.0,10.0,5.0,1.0,175.0,19.4,872.0,21:15,5.7,1.0,6.7,53.0,40.0,358.0,321.0,52.7,6-3,208.0,L/-,7.0,TOR,C,13.9,11640250.0
223,Morgan Rielly,29.0,D,42.0,7.0,28.0,35.0,2.0,2.0,6.0,1.0,0.0,0.0,17.0,11.0,0.0,106.0,6.6,1026.0,24:26,2.8,1.9,4.7,84.0,35.0,0.0,0.0,,6-1,222.0,L/-,10.0,TOR,LD,9.0,7500000.0
224,John Tavares,33.0,C,42.0,12.0,22.0,34.0,-2.0,10.0,8.0,4.0,0.0,4.0,16.0,6.0,0.0,151.0,7.9,768.0,18:18,2.3,0.6,3.0,22.0,47.0,443.0,289.0,60.5,6-1,216.0,L/-,14.0,TOR,"C, LW",13.2,11000000.0
225,Max Domi,28.0,LW,42.0,4.0,19.0,23.0,2.0,56.0,3.0,1.0,0.0,0.0,18.0,1.0,0.0,59.0,6.8,542.0,12:54,1.1,0.6,1.7,9.0,22.0,125.0,117.0,51.7,5-10,194.0,L/-,8.0,TOR,"C, RW",3.6,3000000.0
226,Calle Jarnkrok,32.0,C,42.0,10.0,9.0,19.0,13.0,10.0,9.0,0.0,1.0,3.0,7.0,1.0,1.0,80.0,12.5,640.0,15:14,1.0,1.1,2.1,11.0,29.0,56.0,62.0,47.5,6-0,192.0,R/-,10.0,TOR,"RW, C, LW",2.5,2100000.0
227,Tyler Bertuzzi,28.0,LW,42.0,6.0,13.0,19.0,5.0,22.0,4.0,2.0,0.0,0.0,12.0,1.0,0.0,83.0,7.2,660.0,15:43,0.6,0.8,1.4,23.0,38.0,3.0,9.0,25.0,6-1,186.0,L/-,7.0,TOR,"LW, RW",6.6,5500000.0
228,Matthew Knies,21.0,LW,40.0,8.0,8.0,16.0,2.0,21.0,8.0,0.0,0.0,1.0,6.0,2.0,0.0,54.0,14.8,568.0,14:12,0.7,0.6,1.3,13.0,73.0,0.0,1.0,0.0,6-2,210.0,L/-,1.0,TOR,"LW, RW",1.1,925000.0
229,Jake McCabe,30.0,D,36.0,2.0,13.0,15.0,-1.0,25.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,40.0,5.0,725.0,20:09,0.7,1.2,1.9,56.0,78.0,0.0,0.0,,6-1,204.0,L/-,10.0,TOR,LD/RD,2.4,2000000.0
230,Nicholas Robertson,22.0,LW,26.0,6.0,6.0,12.0,1.0,0.0,5.0,1.0,0.0,0.0,5.0,1.0,0.0,37.0,16.2,280.0,10:46,1.0,0.3,1.3,11.0,15.0,0.0,0.0,,5-9,178.0,L/-,3.0,TOR,"LW, RW",1.0,796667.0
231,Timothy Liljegren,24.0,D,25.0,2.0,7.0,9.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0,2.0,1.0,25.0,8.0,482.0,19:17,0.5,0.8,1.3,57.0,31.0,0.0,0.0,,6-1,192.0,R/-,4.0,TOR,RD,1.7,1400000.0
232,T.J. Brodie,33.0,D,41.0,0.0,9.0,9.0,11.0,20.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,23.0,0.0,891.0,21:44,-0.2,2.3,2.1,92.0,22.0,0.0,0.0,,6-2,187.0,L/-,13.0,TOR,,,
233,Noah Gregor,25.0,C,41.0,5.0,3.0,8.0,-8.0,13.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,70.0,7.1,468.0,11:25,0.0,0.1,0.1,19.0,75.0,13.0,8.0,61.9,6-0,190.0,L/-,4.0,TOR,"LW, RW",0.9,775000.0
234,David Kampf,29.0,C,41.0,4.0,4.0,8.0,-7.0,14.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,39.0,10.3,539.0,13:09,-0.3,0.2,-0.1,14.0,35.0,233.0,229.0,50.4,6-2,197.0,L/-,6.0,TOR,C,2.9,2400000.0
235,Pontus Holmberg,24.0,RW,16.0,2.0,5.0,7.0,4.0,8.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,18.0,11.1,169.0,10:33,0.4,0.3,0.7,10.0,7.0,22.0,28.0,44.0,6-0,188.0,L/-,1.0,TOR,"C, LW",1.0,800000.0
236,Bobby McMann,27.0,F,20.0,2.0,4.0,6.0,-4.0,26.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,31.0,6.5,194.0,9:41,0.2,0.0,0.3,3.0,31.0,0.0,1.0,0.0,6-2,210.0,L/-,1.0,TOR,"RW, LW",0.9,762500.0
237,Mark Giordano,40.0,D,29.0,1.0,5.0,6.0,5.0,29.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,37.0,2.7,502.0,17:18,0.0,1.2,1.3,61.0,29.0,0.0,0.0,,6-0,205.0,L/-,17.0,TOR,LD,1.0,800000.0
238,Conor Timmins,25.0,D,14.0,1.0,5.0,6.0,5.0,6.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,13.0,7.7,225.0,16:03,0.4,0.7,1.1,16.0,14.0,0.0,0.0,,6-2,202.0,R/-,4.0,TOR,RD,1.3,1100000.0
239,William Lagesson,27.0,D,21.0,0.0,3.0,3.0,1.0,19.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,316.0,15:02,-0.1,0.6,0.5,32.0,33.0,0.0,0.0,,6-2,211.0,L/-,3.0,TOR,LD/RD,0.9,775000.0
240,Simon Benoit,25.0,D,28.0,0.0,1.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,435.0,15:33,-0.4,0.8,0.4,46.0,80.0,0.0,0.0,,6-3,203.0,L/-,3.0,TOR,LD,0.9,775000.0
241,Martin Jones,34.0,G,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,814.0,54:17,0.0,0.0,3.2,0.0,0.0,0.0,0.0,,6-5,203.0,-/L,10.0,TOR,G,1.0,875000.0
242,Ilya Samsonov,26.0,G,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,851.0,53:10,0.0,0.0,0.6,0.0,0.0,0.0,0.0,,6-3,217.0,-/L,4.0,TOR,G,4.3,3550000.0
243,Alex DeBrincat,26.0,RW,44.0,17.0,23.0,40.0,1.0,21.0,10.0,7.0,0.0,1.0,17.0,6.0,0.0,129.0,13.2,802.0,18:13,3.4,0.8,4.2,20.0,19.0,11.0,10.0,52.4,5-8,180.0,R/-,6.0,DET,"LW, RW",9.4,7875000.0
244,Dylan Larkin,27.0,C,38.0,18.0,21.0,39.0,-4.0,33.0,9.0,7.0,2.0,3.0,11.0,10.0,0.0,133.0,13.5,764.0,20:06,3.5,0.6,4.1,19.0,14.0,387.0,323.0,54.5,6-1,199.0,L/-,8.0,DET,C,10.4,8700000.0
245,Lucas Raymond,21.0,LW,44.0,12.0,22.0,34.0,-14.0,16.0,10.0,2.0,0.0,3.0,15.0,7.0,0.0,81.0,14.8,778.0,17:40,2.4,0.3,2.7,11.0,32.0,1.0,3.0,25.0,5-11,188.0,R/-,2.0,DET,"RW, LW",1.1,925000.0
246,Shayne Gostisbehere,30.0,D,43.0,7.0,23.0,30.0,-17.0,12.0,5.0,2.0,0.0,1.0,7.0,16.0,0.0,75.0,9.3,834.0,19:23,2.6,0.2,2.8,40.0,13.0,0.0,0.0,,5-11,183.0,L/-,9.0,DET,LD/RD,4.9,4125000.0
247,Daniel Sprong,26.0,RW,44.0,11.0,17.0,28.0,5.0,20.0,9.0,2.0,0.0,0.0,12.0,5.0,0.0,105.0,10.5,565.0,12:50,2.3,0.8,3.0,9.0,15.0,8.0,3.0,72.7,6-0,195.0,R/-,7.0,DET,"RW, LW",2.4,2000000.0
248,J.T. Compher,28.0,LW,39.0,9.0,15.0,24.0,-1.0,26.0,5.0,3.0,1.0,0.0,12.0,3.0,0.0,51.0,17.6,756.0,19:23,1.2,0.7,1.9,25.0,20.0,221.0,285.0,43.7,6-0,190.0,R/-,7.0,DET,"C, RW",6.1,5100000.0
249,Moritz Seider,22.0,D,44.0,5.0,18.0,23.0,2.0,28.0,2.0,3.0,0.0,0.0,9.0,9.0,0.0,75.0,6.7,986.0,22:25,1.5,1.9,3.4,103.0,84.0,0.0,0.0,,6-3,205.0,R/-,2.0,DET,RD,1.0,863333.0
250,Andrew Copp,29.0,C,43.0,8.0,14.0,22.0,1.0,18.0,7.0,1.0,0.0,2.0,12.0,1.0,1.0,73.0,11.0,720.0,16:45,1.0,0.8,1.7,24.0,7.0,252.0,227.0,52.6,6-1,203.0,L/-,9.0,DET,"C, LW, RW",6.7,5625000.0
251,Robby Fabbri,28.0,C,32.0,13.0,7.0,20.0,-2.0,10.0,11.0,2.0,0.0,3.0,5.0,2.0,0.0,41.0,31.7,427.0,13:20,2.1,0.4,2.4,16.0,12.0,18.0,19.0,48.6,6-1,185.0,L/-,7.0,DET,LW,4.8,4000000.0
252,Michael Rasmussen,24.0,C,44.0,10.0,10.0,20.0,12.0,27.0,9.0,0.0,1.0,2.0,8.0,0.0,2.0,63.0,15.9,667.0,15:10,1.1,1.1,2.2,48.0,50.0,43.0,56.0,43.4,6-6,220.0,L/-,4.0,DET,"LW, C",1.7,1460000.0
253,David Perron,35.0,LW,38.0,9.0,11.0,20.0,-10.0,35.0,4.0,5.0,0.0,3.0,5.0,6.0,0.0,69.0,13.0,574.0,15:07,1.3,0.2,1.5,12.0,30.0,8.0,11.0,42.1,6-0,195.0,R/-,16.0,DET,"RW, LW",5.7,4750000.0
254,Jake Walman,27.0,D,38.0,9.0,8.0,17.0,2.0,22.0,8.0,1.0,0.0,2.0,4.0,3.0,1.0,63.0,14.3,758.0,19:56,1.6,1.5,3.1,111.0,16.0,0.0,0.0,,6-1,218.0,L/-,4.0,DET,LD,4.1,3400000.0
255,Joe Veleno,24.0,C,42.0,8.0,9.0,17.0,-9.0,6.0,7.0,1.0,0.0,0.0,7.0,1.0,1.0,51.0,15.7,638.0,15:12,0.7,0.3,1.0,18.0,33.0,184.0,198.0,48.2,6-1,201.0,L/-,3.0,DET,,,
256,Patrick Kane,35.0,RW,19.0,7.0,9.0,16.0,-3.0,4.0,6.0,1.0,0.0,1.0,6.0,3.0,0.0,63.0,11.1,339.0,17:51,1.3,0.2,1.6,6.0,3.0,0.0,0.0,,5-10,177.0,L/-,16.0,DET,RW,3.3,2750000.0
257,Jeff Petry,36.0,D,35.0,2.0,11.0,13.0,2.0,16.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,42.0,4.8,650.0,18:34,0.7,1.3,1.9,65.0,46.0,0.0,0.0,,6-3,208.0,R/-,13.0,DET,RD,2.8,2343750.0
258,Ben Chiarot,32.0,D,44.0,3.0,9.0,12.0,2.0,34.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,61.0,4.9,865.0,19:39,0.4,1.6,2.0,91.0,84.0,0.0,0.0,,6-3,224.0,L/-,10.0,DET,LD/RD,5.7,4750000.0
259,Olli Maatta,29.0,D,36.0,2.0,9.0,11.0,12.0,4.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,21.0,9.5,542.0,15:03,0.6,1.8,2.4,41.0,29.0,0.0,0.0,,6-2,207.0,L/-,10.0,DET,LD,3.6,3000000.0
260,Christian Fischer,26.0,RW,41.0,2.0,7.0,9.0,7.0,24.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,43.0,4.7,435.0,10:37,-0.1,0.7,0.6,10.0,49.0,57.0,86.0,39.9,6-2,212.0,R/-,7.0,DET,"RW, LW",1.3,1125000.0
261,Justin Holl,32.0,D,30.0,0.0,5.0,5.0,8.0,22.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,455.0,15:10,-0.1,1.4,1.3,32.0,30.0,0.0,0.0,,6-4,194.0,R/-,6.0,DET,RD,4.1,3400000.0
262,Klim Kostin,24.0,C,24.0,2.0,1.0,3.0,2.0,29.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,10.5,208.0,8:39,-0.1,0.3,0.2,5.0,40.0,3.0,0.0,100.0,6-4,232.0,L/-,4.0,DET,"LW, RW",2.4,2000000.0
263,Alex Lyon,31.0,G,15.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,852.0,56:48,0.0,0.0,3.6,0.0,0.0,0.0,0.0,,6-1,196.0,-/L,6.0,DET,G,1.1,900000.0
264,James Reimer,35.0,G,13.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,727.0,55:56,0.0,0.0,1.7,0.0,0.0,0.0,0.0,,6-2,200.0,-/L,13.0,DET,G,1.8,1500000.0
265,Nikita Kucherov,30.0,RW,43.0,28.0,44.0,72.0,-3.0,12.0,18.0,10.0,0.0,5.0,21.0,23.0,0.0,187.0,15.0,940.0,21:51,7.0,1.1,8.2,16.0,18.0,2.0,2.0,50.0,5-11,181.0,L/-,9.0,TBL,RW,11.4,9500000.0
266,Brayden Point,27.0,C,44.0,20.0,24.0,44.0,-13.0,8.0,13.0,7.0,0.0,4.0,15.0,9.0,0.0,119.0,16.8,897.0,20:24,3.7,0.7,4.4,29.0,8.0,158.0,196.0,44.6,5-11,180.0,R/-,7.0,TBL,"C, RW",11.4,9500000.0
267,Steven Stamkos,33.0,C,41.0,18.0,23.0,41.0,-20.0,22.0,9.0,9.0,0.0,2.0,8.0,15.0,0.0,126.0,14.3,767.0,18:42,3.6,0.3,3.8,15.0,28.0,166.0,159.0,51.1,6-0,182.0,R/-,15.0,TBL,"LW, C",10.2,8500000.0
268,Victor Hedman,33.0,D,42.0,7.0,33.0,40.0,-4.0,38.0,3.0,4.0,0.0,1.0,19.0,14.0,0.0,84.0,8.3,1027.0,24:27,3.2,2.2,5.4,49.0,20.0,0.0,0.0,,6-7,244.0,L/-,14.0,TBL,LD,9.4,7875000.0
269,Brandon Hagel,25.0,LW,44.0,13.0,22.0,35.0,-1.0,41.0,13.0,0.0,0.0,1.0,18.0,4.0,0.0,104.0,12.5,835.0,18:59,2.3,1.1,3.4,26.0,18.0,19.0,23.0,45.2,6-2,179.0,L/-,4.0,TBL,LW,1.8,1500000.0
270,Anthony Cirelli,26.0,C,43.0,8.0,9.0,17.0,-6.0,28.0,6.0,2.0,0.0,0.0,9.0,0.0,0.0,79.0,10.1,776.0,18:03,0.3,0.8,1.1,40.0,24.0,229.0,247.0,48.1,6-0,189.0,L/-,6.0,TBL,"C, LW",7.5,6250000.0
