,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%,Ht,Wt,S/C,Exp,Team,specific_pos,Cap%,Salary
87,Ryan Shea,26.0,D,22.0,0.0,0.0,0.0,-2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,274.0,12:28,-0.3,0.4,0.1,14.0,13.0,0.0,0.0,,6-2,200.0,L/-,0.0,PIT,LD,0.9,775000.0
88,Colin White,27.0,C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,7:21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6-1,194.0,R/-,7.0,PIT,"RW, C",0.9,775000.0
89,Alex Ovechkin,38.0,LW,39.0,8.0,19.0,27.0,-11.0,12.0,5.0,3.0,0.0,2.0,10.0,9.0,0.0,139.0,5.8,756.0,19:23,1.3,0.6,1.9,8.0,66.0,0.0,2.0,0.0,6-3,238.0,R/-,18.0,WSH,LW,11.4,9500000.0
90,Dylan Strome,26.0,C,42.0,15.0,11.0,26.0,-3.0,10.0,10.0,5.0,0.0,3.0,8.0,3.0,0.0,86.0,17.4,736.0,17:31,1.9,0.9,2.8,30.0,5.0,318.0,302.0,51.3,6-3,200.0,L/-,7.0,WSH,C,6.0,5000000.0
91,John Carlson,34.0,D,42.0,3.0,21.0,24.0,0.0,18.0,2.0,1.0,0.0,1.0,13.0,8.0,0.0,93.0,3.2,1079.0,25:41,1.2,3.0,4.2,95.0,20.0,0.0,0.0,,6-3,215.0,R/-,14.0,WSH,RD,9.6,8000000.0
92,Tom Wilson,29.0,RW,41.0,12.0,8.0,20.0,-12.0,72.0,8.0,3.0,1.0,2.0,7.0,1.0,0.0,109.0,11.0,749.0,18:17,1.0,0.6,1.6,33.0,114.0,8.0,20.0,28.6,6-4,220.0,R/-,10.0,WSH,RW,6.2,5166667.0
93,Anthony Mantha,29.0,RW,38.0,12.0,7.0,19.0,4.0,6.0,11.0,1.0,0.0,0.0,4.0,3.0,0.0,67.0,17.9,527.0,13:52,1.5,0.9,2.4,13.0,18.0,2.0,5.0,28.6,6-5,234.0,L/-,8.0,WSH,"LW, RW",6.8,5700000.0
94,Aliaksei Protas,23.0,C,41.0,3.0,15.0,18.0,-2.0,4.0,3.0,0.0,0.0,0.0,14.0,0.0,1.0,54.0,5.6,533.0,13:00,0.5,0.7,1.2,22.0,12.0,22.0,40.0,35.5,6-6,225.0,L/-,2.0,WSH,"RW, LW, C",0.9,789167.0
95,Connor McMichael,23.0,C,40.0,7.0,8.0,15.0,-3.0,20.0,5.0,1.0,1.0,2.0,7.0,0.0,1.0,71.0,9.9,607.0,15:11,0.4,0.7,1.1,16.0,10.0,127.0,178.0,41.6,6-0,180.0,L/-,3.0,WSH,"LW, C",1.0,863333.0
96,Evgeny Kuznetsov,31.0,C,38.0,6.0,8.0,14.0,-12.0,24.0,6.0,0.0,0.0,1.0,5.0,3.0,0.0,65.0,9.2,724.0,19:03,-0.1,0.5,0.5,10.0,6.0,215.0,265.0,44.8,6-2,207.0,L/-,10.0,WSH,C,9.3,7800000.0
97,Nic Dowd,33.0,C,33.0,7.0,5.0,12.0,7.0,18.0,7.0,0.0,0.0,2.0,5.0,0.0,0.0,32.0,21.9,519.0,15:44,0.4,1.0,1.4,48.0,36.0,265.0,271.0,49.4,6-1,193.0,R/-,8.0,WSH,C,1.6,1300000.0
98,Nicolas Aube-Kubel,27.0,RW,30.0,4.0,7.0,11.0,7.0,19.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,32.0,12.5,389.0,12:58,0.4,0.8,1.2,15.0,48.0,6.0,8.0,42.9,6-0,207.0,R/-,5.0,WSH,RW,1.5,1225000.0
99,Beck Malenstyn,25.0,LW,42.0,4.0,6.0,10.0,3.0,12.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,50.0,8.0,593.0,14:07,-0.3,0.9,0.6,50.0,99.0,12.0,16.0,42.9,6-3,200.0,L/-,3.0,WSH,"C, LW",0.9,762500.0
100,Martin Fehervary,24.0,D,36.0,2.0,6.0,8.0,-1.0,18.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,36.0,5.6,684.0,19:00,0.1,1.8,1.9,65.0,78.0,0.0,0.0,,6-2,199.0,L/-,3.0,WSH,LD/RD,3.2,2675000.0
101,T.J. Oshie,37.0,C,25.0,4.0,3.0,7.0,-4.0,26.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,55.0,7.3,410.0,16:24,-0.1,0.4,0.3,20.0,34.0,8.0,24.0,25.0,6-0,187.0,R/-,15.0,WSH,RW,6.9,5750000.0
102,Nick Jensen,33.0,D,42.0,0.0,7.0,7.0,-3.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,38.0,0.0,803.0,19:07,-0.3,2.0,1.7,58.0,28.0,0.0,0.0,,6-1,205.0,R/-,7.0,WSH,RD,4.9,4050000.0
103,Trevor van Riemsdyk,32.0,D,36.0,0.0,7.0,7.0,-6.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,36.0,0.0,666.0,18:30,-0.2,1.4,1.2,52.0,5.0,0.0,0.0,,6-3,191.0,R/-,9.0,WSH,RD,3.6,3000000.0
104,Hendrix Lapierre,21.0,C,24.0,2.0,4.0,6.0,-4.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,21.0,9.5,233.0,9:42,0.1,0.2,0.3,11.0,5.0,38.0,53.0,41.8,6-0,180.0,L/-,1.0,WSH,C,1.0,863333.0
105,Matthew Phillips,25.0,F,26.0,1.0,4.0,5.0,-2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,15.0,6.7,269.0,10:20,-0.2,0.3,0.1,14.0,3.0,1.0,1.0,50.0,5-7,140.0,R/-,2.0,WSH,"RW, C",0.9,775000.0
106,Joel Edmundson,30.0,D,27.0,1.0,2.0,3.0,-2.0,17.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,28.0,3.6,437.0,16:11,-0.2,1.1,0.9,32.0,23.0,0.0,0.0,,6-5,221.0,L/-,8.0,WSH,LD/RD,2.1,1750000.0
107,Max Pacioretty,35.0,LW,7.0,1.0,2.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,8.3,105.0,15:03,0.1,0.2,0.3,2.0,10.0,2.0,0.0,100.0,6-2,217.0,L/-,15.0,WSH,LW,2.4,2000000.0
108,Ethan Bear,26.0,D,9.0,1.0,1.0,2.0,-5.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,6.3,152.0,16:52,0.1,0.1,0.1,14.0,4.0,0.0,0.0,,5-11,197.0,R/-,5.0,WSH,RD,2.5,2062500.0
109,Alexander Alexeyev,24.0,D,11.0,1.0,0.0,1.0,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.7,134.0,12:10,0.0,0.3,0.3,12.0,6.0,0.0,0.0,,6-4,213.0,L/-,2.0,WSH,LD/RD,1.0,825000.0
110,Darcy Kuemper,33.0,G,23.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1343.0,58:24,0.0,0.0,3.2,0.0,0.0,0.0,0.0,,6-5,215.0,-/L,11.0,WSH,G,6.3,5250000.0
111,Charlie Lindgren,30.0,G,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,965.0,56:47,0.0,0.0,4.2,0.0,0.0,0.0,0.0,,6-2,179.0,-/R,7.0,WSH,G,1.3,1100000.0
112,Ivan Miroshnichenko,19.0,LW,4.0,0.0,0.0,0.0,-3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,42.0,10:23,-0.1,-0.1,-0.2,1.0,6.0,0.0,1.0,0.0,6-1,185.0,R/-,0.0,WSH,,,
113,Mathew Barzal,26.0,C,43.0,12.0,33.0,45.0,-1.0,22.0,9.0,3.0,0.0,3.0,20.0,13.0,0.0,129.0,9.3,834.0,19:24,3.3,0.9,4.2,21.0,17.0,18.0,21.0,46.2,6-1,190.0,R/-,7.0,NYI,"C, RW",11.0,9150000.0
114,Noah Dobson,24.0,D,44.0,6.0,37.0,43.0,16.0,22.0,5.0,1.0,0.0,2.0,20.0,16.0,1.0,100.0,6.0,1134.0,25:47,3.4,3.3,6.6,102.0,32.0,0.0,0.0,,6-4,194.0,R/-,4.0,NYI,RD,4.8,4000000.0
115,Bo Horvat,28.0,C,43.0,17.0,24.0,41.0,5.0,20.0,10.0,7.0,0.0,2.0,18.0,5.0,1.0,124.0,13.7,832.0,19:21,3.4,1.1,4.5,24.0,31.0,391.0,390.0,50.1,6-0,215.0,L/-,9.0,NYI,C,10.2,8500000.0
116,Brock Nelson,32.0,C,44.0,19.0,16.0,35.0,-11.0,16.0,12.0,6.0,1.0,1.0,9.0,7.0,0.0,139.0,13.7,774.0,17:35,3.2,0.5,3.6,24.0,20.0,234.0,262.0,47.2,6-4,210.0,L/-,10.0,NYI,"C, LW",7.2,6000000.0
117,Kyle Palmieri,32.0,RW,44.0,10.0,13.0,23.0,-14.0,18.0,5.0,5.0,0.0,2.0,6.0,7.0,0.0,96.0,10.4,747.0,16:58,1.2,0.3,1.5,25.0,28.0,7.0,11.0,38.9,5-11,198.0,R/-,13.0,NYI,"RW, LW",6.0,5000000.0
118,Anders Lee,33.0,LW,44.0,13.0,6.0,19.0,2.0,31.0,10.0,3.0,0.0,2.0,6.0,0.0,0.0,107.0,12.1,677.0,15:24,1.3,0.8,2.1,28.0,70.0,7.0,13.0,35.0,6-3,235.0,L/-,11.0,NYI,LW,8.4,7000000.0
119,Jean-Gabriel Pageau,31.0,C,44.0,5.0,13.0,18.0,-10.0,8.0,5.0,0.0,0.0,1.0,7.0,1.0,5.0,53.0,9.4,695.0,15:47,0.3,0.4,0.7,44.0,96.0,384.0,312.0,55.2,5-11,185.0,R/-,11.0,NYI,C,6.0,5000000.0
120,Simon Holmstrom,22.0,RW,43.0,11.0,5.0,16.0,-2.0,10.0,6.0,0.0,5.0,1.0,4.0,0.0,1.0,38.0,28.9,569.0,13:13,1.1,0.6,1.6,27.0,7.0,4.0,8.0,33.3,6-2,205.0,L/-,1.0,NYI,RW,1.0,863333.0
121,Pierre Engvall,27.0,LW,41.0,5.0,9.0,14.0,0.0,14.0,4.0,1.0,0.0,0.0,8.0,1.0,0.0,67.0,7.5,620.0,15:07,0.1,0.7,0.8,9.0,10.0,14.0,14.0,50.0,6-5,219.0,L/-,4.0,NYI,"RW, LW",3.6,3000000.0
122,Cal Clutterbuck,36.0,RW,44.0,4.0,9.0,13.0,0.0,24.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,31.0,12.9,575.0,13:04,0.1,0.6,0.7,36.0,127.0,11.0,14.0,44.0,6-0,212.0,R/-,16.0,NYI,RW,2.1,1750000.0
123,Alexander Romanov,24.0,D,44.0,4.0,6.0,10.0,12.0,12.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,70.0,5.7,992.0,22:33,0.1,2.7,2.8,100.0,62.0,0.0,0.0,,6-1,215.0,L/-,3.0,NYI,LD,3.0,2500000.0
124,Julien Gauthier,26.0,RW,23.0,5.0,4.0,9.0,-3.0,4.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,26.0,19.2,234.0,10:12,0.7,0.2,0.9,15.0,45.0,3.0,5.0,37.5,6-4,224.0,R/-,4.0,NYI,RW,0.9,787500.0
125,Mike Reilly,30.0,D,24.0,3.0,6.0,9.0,-8.0,16.0,2.0,0.0,1.0,1.0,4.0,2.0,0.0,51.0,5.9,390.0,16:16,0.7,0.1,0.8,23.0,24.0,0.0,0.0,,6-1,196.0,L/-,8.0,NYI,LD,1.2,1000000.0
126,Hudson Fasching,28.0,RW,31.0,2.0,4.0,6.0,-8.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,27.0,7.4,371.0,11:59,-0.2,0.1,-0.1,19.0,17.0,1.0,1.0,50.0,6-3,204.0,R/-,6.0,NYI,RW,0.9,775000.0
127,Oliver Wahlstrom,23.0,RW,22.0,2.0,3.0,5.0,-8.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,31.0,6.5,244.0,11:07,0.0,0.0,0.0,16.0,17.0,4.0,4.0,50.0,6-2,204.0,R/-,4.0,NYI,RW,1.0,874125.0
128,Scott Mayfield,31.0,D,29.0,0.0,4.0,4.0,-7.0,23.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,27.0,0.0,559.0,19:16,-0.3,0.5,0.2,76.0,37.0,0.0,0.0,,6-5,220.0,R/-,9.0,NYI,RD,4.2,3500000.0
129,Matt Martin,34.0,LW,23.0,2.0,1.0,3.0,1.0,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,9.5,220.0,9:34,-0.1,0.3,0.2,10.0,60.0,2.0,3.0,40.0,6-3,220.0,L/-,14.0,NYI,"LW, RW",1.8,1500000.0
130,Samuel Bolduc,23.0,D,29.0,1.0,2.0,3.0,-5.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,26.0,3.8,376.0,12:58,-0.1,0.3,0.2,34.0,31.0,0.0,0.0,,6-4,220.0,L/-,1.0,NYI,LD,1.0,800000.0
131,Adam Pelech,29.0,D,21.0,0.0,3.0,3.0,1.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,21.0,0.0,407.0,19:23,-0.2,0.8,0.6,38.0,18.0,0.0,0.0,,6-3,210.0,L/-,8.0,NYI,LD,6.9,5750000.0
132,Ilya Sorokin,28.0,G,32.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1886.0,58:57,0.0,0.0,7.1,0.0,0.0,0.0,0.0,,6-3,195.0,-/L,3.0,NYI,G,4.8,4000000.0
133,Jesper Bratt,25.0,W,42.0,16.0,30.0,46.0,-1.0,8.0,10.0,6.0,0.0,5.0,16.0,14.0,0.0,124.0,12.9,804.0,19:08,4.0,0.9,4.8,16.0,28.0,3.0,8.0,27.3,5-10,175.0,L/-,6.0,NJD,"RW, LW",9.4,7875000.0
134,Jack Hughes,22.0,C,32.0,15.0,30.0,45.0,-5.0,10.0,10.0,5.0,0.0,3.0,14.0,16.0,0.0,138.0,10.9,656.0,20:31,4.2,0.5,4.7,14.0,7.0,118.0,199.0,37.2,5-11,175.0,L/-,4.0,NJD,C,9.6,8000000.0
135,Tyler Toffoli,31.0,C,42.0,16.0,13.0,29.0,-10.0,8.0,12.0,4.0,0.0,1.0,8.0,5.0,0.0,116.0,13.8,731.0,17:25,2.5,0.4,2.9,6.0,27.0,15.0,25.0,37.5,6-0,203.0,R/-,11.0,NJD,"RW, LW",5.1,4250000.0
136,Luke Hughes,20.0,D,42.0,8.0,16.0,24.0,-4.0,12.0,4.0,4.0,0.0,1.0,8.0,8.0,0.0,64.0,12.5,858.0,20:26,2.1,1.3,3.5,21.0,11.0,0.0,0.0,,6-2,184.0,L/-,1.0,NJD,LD/RD,1.1,925000.0
137,Nico Hischier,25.0,C,31.0,11.0,12.0,23.0,-2.0,10.0,7.0,4.0,0.0,2.0,8.0,4.0,0.0,63.0,17.5,568.0,18:20,1.8,0.6,2.4,18.0,16.0,302.0,246.0,55.1,6-1,175.0,L/-,6.0,NJD,C,8.7,7250000.0
138,Dawson Mercer,22.0,C,42.0,13.0,9.0,22.0,-7.0,10.0,10.0,3.0,0.0,1.0,8.0,1.0,0.0,76.0,17.1,744.0,17:42,1.4,0.6,2.0,29.0,14.0,101.0,105.0,49.0,6-0,180.0,R/-,2.0,NJD,"RW, C",1.1,894167.0
139,Erik Haula,32.0,LW,37.0,10.0,12.0,22.0,-4.0,26.0,8.0,1.0,1.0,2.0,9.0,2.0,1.0,73.0,13.7,600.0,16:13,1.5,0.5,2.1,15.0,38.0,184.0,141.0,56.6,5-11,191.0,L/-,10.0,NJD,"C, LW",3.8,3150000.0
140,Alexander Holtz,22.0,RW,42.0,11.0,10.0,21.0,-3.0,8.0,10.0,1.0,0.0,1.0,9.0,1.0,0.0,69.0,15.9,504.0,12:00,1.8,0.4,2.3,8.0,18.0,0.0,6.0,0.0,6-0,195.0,R/-,2.0,NJD,"RW, LW",1.1,894167.0
141,Michael McLeod,25.0,C,42.0,10.0,9.0,19.0,9.0,10.0,10.0,0.0,0.0,2.0,9.0,0.0,0.0,69.0,14.5,628.0,14:57,1.2,1.0,2.2,20.0,79.0,399.0,206.0,66.0,6-2,190.0,R/-,5.0,NJD,C,1.7,1400000.0
142,Timo Meier,27.0,RW,29.0,9.0,7.0,16.0,-18.0,14.0,6.0,3.0,0.0,1.0,3.0,4.0,0.0,82.0,11.0,489.0,16:51,1.2,-0.1,1.0,12.0,31.0,25.0,22.0,53.2,6-1,220.0,L/-,7.0,NJD,"LW, RW",10.5,8800000.0
143,Ondrej Palat,32.0,LW,35.0,5.0,9.0,14.0,-5.0,23.0,4.0,1.0,0.0,0.0,5.0,4.0,0.0,63.0,7.9,550.0,15:43,0.4,0.4,0.8,23.0,38.0,3.0,8.0,27.3,6-0,194.0,L/-,11.0,NJD,"LW, RW",7.2,6000000.0
144,Curtis Lazar,28.0,C,37.0,4.0,10.0,14.0,7.0,16.0,3.0,0.0,1.0,2.0,10.0,0.0,0.0,36.0,11.1,464.0,12:32,0.5,0.8,1.3,30.0,72.0,53.0,47.0,53.0,6-0,203.0,R/-,9.0,NJD,"RW, C",1.2,1000000.0
145,John Marino,26.0,D,42.0,2.0,12.0,14.0,-7.0,14.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,34.0,5.9,883.0,21:02,0.5,1.1,1.6,50.0,15.0,0.0,0.0,,6-1,181.0,R/-,4.0,NJD,RD,5.3,4400000.0
146,Simon Nemec,19.0,D,21.0,2.0,7.0,9.0,-3.0,6.0,2.0,0.0,0.0,1.0,5.0,2.0,0.0,29.0,6.9,436.0,20:46,0.6,0.6,1.2,37.0,7.0,0.0,0.0,,6-1,190.0,R/-,0.0,NJD,RD,1.1,918333.0
147,Nathan Bastian,26.0,RW,40.0,2.0,5.0,7.0,-10.0,19.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,41.0,4.9,397.0,9:55,-0.2,0.1,-0.1,21.0,81.0,12.0,9.0,57.1,6-4,205.0,R/-,4.0,NJD,RW,1.6,1350000.0
148,Colin Miller,31.0,D,23.0,2.0,3.0,5.0,11.0,16.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,38.0,5.3,353.0,15:22,0.3,1.5,1.7,17.0,33.0,0.0,0.0,,6-1,200.0,R/-,8.0,NJD,RD,2.2,1850000.0
149,Brendan Smith,34.0,D,34.0,1.0,4.0,5.0,2.0,47.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,31.0,3.2,490.0,14:25,0.0,1.1,1.1,42.0,48.0,0.0,0.0,,6-2,200.0,L/-,12.0,NJD,,,
150,Kevin Bahl,23.0,D,42.0,0.0,5.0,5.0,1.0,31.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,33.0,0.0,731.0,17:24,-0.4,1.4,1.0,46.0,77.0,0.0,0.0,,6-6,230.0,L/-,3.0,NJD,LD,1.3,1050000.0
151,Chris Tierney,29.0,C,22.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,194.0,8:49,-0.2,0.2,0.0,4.0,6.0,55.0,37.0,59.8,6-1,191.0,L/-,9.0,NJD,C,0.9,775000.0
152,Nico Daws,23.0,G,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,354.0,59:03,0.0,0.0,1.3,0.0,0.0,0.0,0.0,,6-4,205.0,-/L,1.0,NJD,G,1.0,850833.0
153,Vitek Vanecek,28.0,G,25.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1395.0,55:48,0.0,0.0,2.3,0.0,0.0,0.0,0.0,,6-2,184.0,-/L,3.0,NJD,G,4.1,3400000.0
154,Johnny Gaudreau,30.0,LW,44.0,7.0,21.0,28.0,-21.0,10.0,6.0,1.0,0.0,1.0,11.0,10.0,0.0,90.0,7.8,835.0,18:58,1.1,0.1,1.2,13.0,1.0,0.0,1.0,0.0,5-9,165.0,L/-,10.0,CBJ,LW,11.7,9750000.0
155,Adam Fantilli,19.0,C,44.0,11.0,14.0,25.0,-17.0,16.0,10.0,1.0,0.0,1.0,13.0,1.0,0.0,106.0,10.4,696.0,15:49,1.6,0.1,1.7,21.0,37.0,170.0,218.0,43.8,6-2,194.0,L/-,0.0,CBJ,C,1.1,950000.0
156,Kirill Marchenko,23.0,RW,42.0,14.0,10.0,24.0,6.0,10.0,8.0,6.0,0.0,1.0,10.0,0.0,0.0,107.0,13.1,693.0,16:29,1.8,1.0,2.8,26.0,17.0,19.0,39.0,32.8,6-3,197.0,R/-,1.0,CBJ,RW,1.1,925000.0
157,Ivan Provorov,27.0,D,44.0,4.0,19.0,23.0,-9.0,4.0,4.0,0.0,0.0,0.0,13.0,6.0,0.0,56.0,7.1,1006.0,22:51,1.4,1.2,2.6,85.0,32.0,0.0,0.0,,6-1,201.0,L/-,7.0,CBJ,LD,5.7,4725000.0
158,Dmitri Voronkov,23.0,LW,38.0,9.0,13.0,22.0,4.0,27.0,7.0,2.0,0.0,0.0,12.0,1.0,0.0,59.0,15.3,506.0,13:19,1.6,0.7,2.3,23.0,35.0,119.0,154.0,43.6,6-5,240.0,L/-,0.0,CBJ,"LW, C, RW",1.1,925000.0
159,Yegor Chinakhov,22.0,RW,33.0,11.0,7.0,18.0,-5.0,6.0,10.0,1.0,0.0,2.0,6.0,1.0,0.0,68.0,16.2,513.0,15:32,1.4,0.4,1.8,18.0,25.0,0.0,5.0,0.0,6-1,204.0,L/-,2.0,CBJ,"RW, LW",1.0,800000.0
160,Justin Danforth,30.0,RW,44.0,9.0,9.0,18.0,-8.0,18.0,9.0,0.0,0.0,1.0,9.0,0.0,0.0,57.0,15.8,685.0,15:34,0.8,0.4,1.2,34.0,65.0,124.0,122.0,50.4,5-9,190.0,R/-,2.0,CBJ,"RW, C",1.2,975000.0
161,Cole Sillinger,20.0,C,39.0,7.0,10.0,17.0,0.0,28.0,6.0,1.0,0.0,1.0,10.0,0.0,0.0,79.0,8.9,588.0,15:05,0.7,0.6,1.4,42.0,47.0,189.0,217.0,46.6,6-1,201.0,L/-,2.0,CBJ,C,1.1,925000.0
162,Kent Johnson,21.0,C,28.0,6.0,8.0,14.0,1.0,2.0,6.0,0.0,0.0,1.0,8.0,0.0,0.0,42.0,14.3,385.0,13:46,0.9,0.4,1.3,13.0,3.0,4.0,7.0,36.4,6-0,178.0,L/-,2.0,CBJ,"LW, C",1.1,925000.0
163,Alexandre Texier,24.0,C,42.0,6.0,7.0,13.0,-9.0,20.0,6.0,0.0,0.0,0.0,6.0,1.0,0.0,56.0,10.7,607.0,14:26,0.2,0.3,0.5,19.0,16.0,4.0,7.0,36.4,6-1,194.0,L/-,4.0,CBJ,"LW, C, RW",1.8,1525000.0
164,Erik Gudbranson,32.0,D,40.0,3.0,10.0,13.0,-14.0,51.0,3.0,0.0,0.0,1.0,10.0,0.0,0.0,39.0,7.7,783.0,19:35,0.6,0.4,1.0,104.0,37.0,0.0,0.0,,6-5,222.0,R/-,12.0,CBJ,RD,4.8,4000000.0
165,Damon Severson,29.0,D,29.0,5.0,7.0,12.0,-2.0,22.0,5.0,0.0,0.0,0.0,6.0,1.0,0.0,35.0,14.3,615.0,21:13,0.9,1.0,1.9,49.0,11.0,0.0,0.0,,6-2,205.0,R/-,9.0,CBJ,RD,7.5,6250000.0
166,Sean Kuraly,31.0,C,36.0,6.0,5.0,11.0,-2.0,28.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,48.0,12.5,485.0,13:29,0.3,0.4,0.8,21.0,77.0,164.0,163.0,50.2,6-2,213.0,L/-,7.0,CBJ,"C, LW",3.0,2500000.0
167,Emil Bemstrom,24.0,C,29.0,5.0,6.0,11.0,-4.0,8.0,2.0,3.0,0.0,0.0,6.0,0.0,0.0,47.0,10.6,383.0,13:13,0.5,0.3,0.8,21.0,14.0,6.0,7.0,46.2,6-0,195.0,R/-,4.0,CBJ,"RW, LW",1.1,900000.0
168,Jack Roslovic,27.0,C,22.0,2.0,8.0,10.0,-9.0,8.0,2.0,0.0,0.0,1.0,6.0,2.0,0.0,37.0,5.4,357.0,16:15,0.2,0.0,0.2,15.0,10.0,34.0,47.0,42.0,6-1,200.0,R/-,7.0,CBJ,"C, RW",4.8,4000000.0
169,David Jiricek,20.0,D,36.0,1.0,8.0,9.0,-1.0,20.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,33.0,3.0,532.0,14:47,0.3,0.9,1.2,39.0,17.0,0.0,0.0,,6-3,189.0,R/-,1.0,CBJ,,,
170,Jake Bean,25.0,D,41.0,3.0,4.0,7.0,-12.0,20.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,56.0,5.4,666.0,16:15,0.1,0.4,0.5,62.0,13.0,0.0,0.0,,6-1,196.0,L/-,4.0,CBJ,LD/RD,2.8,2333333.0
171,Adam Boqvist,23.0,D,17.0,0.0,7.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,19.0,0.0,308.0,18:08,0.3,0.5,0.8,23.0,7.0,0.0,0.0,,6-0,182.0,R/-,4.0,CBJ,RD,3.1,2600000.0
172,Andrew Peeke,25.0,D,15.0,0.0,6.0,6.0,-2.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,16.0,0.0,251.0,16:44,0.3,0.3,0.6,30.0,24.0,0.0,0.0,,6-3,210.0,R/-,4.0,CBJ,RD,3.3,2750000.0
173,Mathieu Olivier,26.0,F,22.0,1.0,4.0,5.0,-1.0,19.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,21.0,4.8,219.0,9:58,0.0,0.2,0.2,13.0,53.0,2.0,3.0,40.0,6-1,217.0,R/-,4.0,CBJ,RW,1.3,1100000.0
174,Spencer Martin,28.0,G,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,707.0,54:24,0.0,0.0,1.5,0.0,0.0,0.0,0.0,,6-3,191.0,-/L,3.0,CBJ,G,0.9,762500.0
175,Elvis Merzlikins,29.0,G,24.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1341.0,55:52,0.0,0.0,4.6,0.0,0.0,0.0,0.0,,6-3,183.0,-/L,4.0,CBJ,G,6.5,5400000.0
176,Daniil Tarasov,24.0,G,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,485.0,60:34,0.0,0.0,0.8,0.0,0.0,0.0,0.0,,6-5,196.0,-/L,2.0,CBJ,G,1.3,1050000.0
177,David Pastrnak,27.0,RW,43.0,26.0,35.0,61.0,7.0,35.0,17.0,9.0,0.0,4.0,18.0,17.0,0.0,215.0,12.1,862.0,20:03,6.1,1.2,7.4,9.0,31.0,3.0,6.0,33.3,6-1,195.0,R/-,9.0,BOS,RW,13.5,11250000.0
178,Brad Marchand,35.0,LW,43.0,19.0,22.0,41.0,1.0,47.0,11.0,7.0,1.0,4.0,8.0,14.0,0.0,117.0,16.2,841.0,19:34,3.5,1.0,4.5,21.0,42.0,17.0,23.0,42.5,5-9,176.0,L/-,14.0,BOS,LW,7.3,6125000.0
