,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%,Ht,Wt,S/C,Exp,Team,specific_pos,Cap%,Salary
91,Aliaksei Protas,23.0,C,45.0,3.0,15.0,18.0,-4.0,4.0,3.0,0.0,0.0,0.0,14.0,0.0,1.0,59.0,5.1,588.0,13:04,0.4,0.7,1.0,24.0,12.0,23.0,41.0,35.9,6-6,225.0,L/-,2.0,WSH,"RW, LW, C",0.9,789167.0
92,Connor McMichael,23.0,C,44.0,7.0,8.0,15.0,-7.0,22.0,5.0,1.0,1.0,2.0,7.0,0.0,1.0,75.0,9.3,666.0,15:08,0.3,0.7,0.9,20.0,10.0,142.0,206.0,40.8,6-0,180.0,L/-,3.0,WSH,"LW, C",1.0,863333.0
93,Evgeny Kuznetsov,31.0,C,42.0,6.0,9.0,15.0,-13.0,24.0,6.0,0.0,0.0,1.0,6.0,3.0,0.0,68.0,8.8,790.0,18:48,-0.2,0.6,0.4,12.0,6.0,241.0,292.0,45.2,6-2,207.0,L/-,10.0,WSH,C,9.3,7800000.0
94,Nic Dowd,33.0,C,37.0,7.0,6.0,13.0,7.0,24.0,7.0,0.0,0.0,2.0,6.0,0.0,0.0,36.0,19.4,585.0,15:48,0.3,1.1,1.4,51.0,39.0,298.0,296.0,50.2,6-1,193.0,R/-,8.0,WSH,C,1.6,1300000.0
95,Nicolas Aube-Kubel,27.0,RW,34.0,5.0,7.0,12.0,7.0,23.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,36.0,13.9,430.0,12:38,0.4,0.8,1.3,17.0,57.0,6.0,10.0,37.5,6-0,207.0,R/-,5.0,WSH,RW,1.5,1225000.0
96,T.J. Oshie,37.0,C,29.0,8.0,3.0,11.0,-8.0,28.0,4.0,4.0,0.0,2.0,2.0,1.0,0.0,62.0,12.9,471.0,16:15,0.5,0.4,0.9,24.0,36.0,9.0,25.0,26.5,6-0,187.0,R/-,15.0,WSH,RW,6.9,5750000.0
97,Beck Malenstyn,25.0,LW,45.0,4.0,7.0,11.0,3.0,12.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,56.0,7.1,632.0,14:03,-0.3,1.0,0.7,51.0,105.0,13.0,16.0,44.8,6-3,200.0,L/-,3.0,WSH,"C, LW",0.9,762500.0
98,Rasmus Sandin,23.0,D,38.0,0.0,11.0,11.0,-9.0,12.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,47.0,0.0,835.0,21:58,0.0,1.6,1.7,65.0,34.0,0.0,0.0,,5-11,182.0,L/-,4.0,WSH,LD,1.7,1400000.0
99,Martin Fehervary,24.0,D,40.0,2.0,8.0,10.0,-2.0,20.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,41.0,4.9,759.0,18:58,0.2,2.0,2.2,67.0,83.0,0.0,0.0,,6-2,199.0,L/-,3.0,WSH,LD/RD,3.2,2675000.0
100,Max Pacioretty,35.0,LW,11.0,1.0,6.0,7.0,-2.0,4.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,26.0,3.8,166.0,15:03,0.3,0.2,0.5,2.0,12.0,2.0,0.0,100.0,6-2,217.0,L/-,15.0,WSH,LW,2.4,2000000.0
101,Nick Jensen,33.0,D,46.0,0.0,7.0,7.0,-5.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,43.0,0.0,880.0,19:07,-0.4,2.1,1.6,64.0,28.0,0.0,0.0,,6-1,205.0,R/-,7.0,WSH,RD,4.9,4050000.0
102,Trevor van Riemsdyk,32.0,D,38.0,0.0,7.0,7.0,-9.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,39.0,0.0,697.0,18:21,-0.2,1.3,1.1,54.0,5.0,0.0,0.0,,6-3,191.0,R/-,9.0,WSH,RD,3.6,3000000.0
103,Matthew Phillips,25.0,F,26.0,1.0,4.0,5.0,-2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,15.0,6.7,269.0,10:20,-0.2,0.3,0.1,14.0,3.0,1.0,1.0,50.0,5-7,140.0,R/-,2.0,WSH,"RW, C",0.9,775000.0
104,Ethan Bear,26.0,D,12.0,1.0,2.0,3.0,-5.0,8.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,19.0,5.3,198.0,16:30,0.1,0.2,0.3,17.0,5.0,0.0,0.0,,5-11,197.0,R/-,5.0,WSH,RD,2.5,2062500.0
105,Joel Edmundson,30.0,D,30.0,1.0,2.0,3.0,-2.0,19.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,28.0,3.6,484.0,16:09,-0.2,1.2,1.0,40.0,27.0,0.0,0.0,,6-5,221.0,L/-,8.0,WSH,LD/RD,2.1,1750000.0
106,Alexander Alexeyev,24.0,D,13.0,1.0,0.0,1.0,-4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.5,166.0,12:46,0.0,0.2,0.1,15.0,6.0,0.0,0.0,,6-4,213.0,L/-,2.0,WSH,LD/RD,1.0,825000.0
107,Darcy Kuemper,33.0,G,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1402.0,58:25,0.0,0.0,3.2,0.0,0.0,0.0,0.0,,6-5,215.0,-/L,11.0,WSH,G,6.3,5250000.0
108,Charlie Lindgren,30.0,G,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1145.0,57:14,0.0,0.0,4.3,0.0,0.0,0.0,0.0,,6-2,179.0,-/R,7.0,WSH,G,1.3,1100000.0
109,Ivan Miroshnichenko,19.0,LW,4.0,0.0,0.0,0.0,-3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,42.0,10:23,-0.1,-0.1,-0.2,1.0,6.0,0.0,1.0,0.0,6-1,185.0,R/-,0.0,WSH,,,
110,Noah Dobson,24.0,D,48.0,6.0,45.0,51.0,20.0,22.0,5.0,1.0,0.0,2.0,25.0,19.0,1.0,109.0,5.5,1245.0,25:56,4.0,3.8,7.8,110.0,36.0,0.0,0.0,,6-4,194.0,R/-,4.0,NYI,RD,4.8,4000000.0
111,Mathew Barzal,26.0,C,47.0,13.0,37.0,50.0,1.0,26.0,9.0,4.0,0.0,3.0,23.0,14.0,0.0,145.0,9.0,925.0,19:40,3.6,1.1,4.6,24.0,18.0,19.0,21.0,47.5,6-1,190.0,R/-,7.0,NYI,"C, RW",11.0,9150000.0
112,Bo Horvat,28.0,C,47.0,20.0,25.0,45.0,6.0,20.0,12.0,8.0,0.0,3.0,18.0,6.0,1.0,143.0,14.0,924.0,19:39,3.8,1.3,5.0,30.0,32.0,433.0,424.0,50.5,6-0,215.0,L/-,9.0,NYI,C,10.2,8500000.0
113,Brock Nelson,32.0,C,48.0,21.0,17.0,38.0,-12.0,18.0,14.0,6.0,1.0,1.0,10.0,7.0,0.0,153.0,13.7,848.0,17:40,3.4,0.5,3.9,25.0,20.0,255.0,278.0,47.8,6-4,210.0,L/-,10.0,NYI,"C, LW",7.2,6000000.0
114,Kyle Palmieri,32.0,RW,48.0,12.0,15.0,27.0,-15.0,20.0,6.0,6.0,0.0,2.0,7.0,8.0,0.0,120.0,10.0,818.0,17:03,1.5,0.4,1.9,27.0,38.0,9.0,13.0,40.9,5-11,198.0,R/-,13.0,NYI,"RW, LW",6.0,5000000.0
115,Anders Lee,33.0,LW,48.0,13.0,6.0,19.0,2.0,35.0,10.0,3.0,0.0,2.0,6.0,0.0,0.0,116.0,11.2,747.0,15:34,1.0,0.9,2.0,32.0,80.0,7.0,13.0,35.0,6-3,235.0,L/-,11.0,NYI,LW,8.4,7000000.0
116,Jean-Gabriel Pageau,31.0,C,48.0,6.0,13.0,19.0,-12.0,8.0,5.0,0.0,1.0,1.0,7.0,1.0,5.0,60.0,10.0,759.0,15:49,0.3,0.4,0.7,47.0,105.0,415.0,348.0,54.4,5-11,185.0,R/-,11.0,NYI,C,6.0,5000000.0
117,Simon Holmstrom,22.0,RW,47.0,11.0,6.0,17.0,-3.0,10.0,6.0,0.0,5.0,1.0,4.0,0.0,2.0,45.0,24.4,625.0,13:17,1.0,0.6,1.6,30.0,8.0,6.0,11.0,35.3,6-2,215.0,L/-,1.0,NYI,RW,1.0,863333.0
118,Pierre Engvall,27.0,LW,42.0,5.0,9.0,14.0,-2.0,14.0,4.0,1.0,0.0,0.0,8.0,1.0,0.0,69.0,7.2,635.0,15:07,0.1,0.6,0.7,9.0,10.0,15.0,14.0,51.7,6-5,219.0,L/-,4.0,NYI,"RW, LW",3.6,3000000.0
119,Alexander Romanov,24.0,D,48.0,5.0,8.0,13.0,12.0,12.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,79.0,6.3,1075.0,22:23,0.4,2.9,3.3,105.0,65.0,0.0,0.0,,6-1,215.0,L/-,3.0,NYI,LD,3.0,2500000.0
120,Cal Clutterbuck,36.0,RW,48.0,4.0,9.0,13.0,0.0,24.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,32.0,12.5,616.0,12:50,-0.1,0.7,0.6,38.0,139.0,11.0,16.0,40.7,6-0,212.0,R/-,16.0,NYI,RW,2.1,1750000.0
121,Julien Gauthier,26.0,RW,27.0,5.0,4.0,9.0,-5.0,8.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,32.0,15.6,275.0,10:10,0.6,0.1,0.7,17.0,55.0,3.0,5.0,37.5,6-4,224.0,R/-,4.0,NYI,RW,0.9,787500.0
122,Mike Reilly,30.0,D,25.0,3.0,6.0,9.0,-8.0,16.0,2.0,0.0,1.0,1.0,4.0,2.0,0.0,55.0,5.5,405.0,16:13,0.7,0.2,0.8,23.0,24.0,0.0,0.0,,6-1,196.0,L/-,8.0,NYI,LD,1.2,1000000.0
123,Hudson Fasching,28.0,RW,35.0,3.0,5.0,8.0,-8.0,6.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,30.0,10.0,416.0,11:54,-0.1,0.2,0.1,21.0,21.0,1.0,1.0,50.0,6-3,204.0,R/-,6.0,NYI,RW,0.9,775000.0
124,Oliver Wahlstrom,23.0,RW,22.0,2.0,3.0,5.0,-8.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,31.0,6.5,244.0,11:07,0.0,0.0,0.0,16.0,17.0,4.0,4.0,50.0,6-2,204.0,R/-,4.0,NYI,RW,1.0,874125.0
125,Scott Mayfield,31.0,D,33.0,0.0,4.0,4.0,-8.0,27.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,29.0,0.0,623.0,18:52,-0.4,0.6,0.2,84.0,40.0,0.0,0.0,,6-5,220.0,R/-,9.0,NYI,RD,4.2,3500000.0
126,Adam Pelech,29.0,D,25.0,0.0,4.0,4.0,-1.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,26.0,0.0,489.0,19:33,-0.2,0.9,0.6,42.0,19.0,0.0,0.0,,6-3,210.0,L/-,8.0,NYI,LD,6.9,5750000.0
127,Matt Martin,34.0,LW,26.0,2.0,1.0,3.0,2.0,18.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,8.0,249.0,9:34,-0.2,0.4,0.1,12.0,72.0,2.0,3.0,40.0,6-3,220.0,L/-,14.0,NYI,"LW, RW",1.8,1500000.0
128,Samuel Bolduc,23.0,D,32.0,1.0,2.0,3.0,-6.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,28.0,3.6,415.0,12:58,-0.1,0.3,0.2,34.0,32.0,0.0,0.0,,6-4,220.0,L/-,1.0,NYI,LD,1.0,800000.0
129,Ilya Sorokin,28.0,G,35.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2065.0,58:59,0.0,0.0,7.7,0.0,0.0,0.0,0.0,,6-3,195.0,-/L,3.0,NYI,G,4.8,4000000.0
130,Kyle MacLean,24.0,F,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,8:18,-0.1,0.0,-0.1,1.0,7.0,10.0,19.0,34.5,6-1,190.0,L/-,0.0,NYI,LW,1.0,800000.0
131,Semyon Varlamov,35.0,G,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,814.0,54:16,0.0,0.0,3.1,0.0,0.0,0.0,0.0,,6-2,206.0,-/L,15.0,NYI,G,3.3,2750000.0
132,Jesper Bratt,25.0,W,46.0,18.0,31.0,49.0,1.0,8.0,12.0,6.0,0.0,5.0,17.0,14.0,0.0,142.0,12.7,878.0,19:05,4.3,1.0,5.3,20.0,30.0,3.0,8.0,27.3,5-10,175.0,L/-,6.0,NJD,"RW, LW",9.4,7875000.0
133,Tyler Toffoli,31.0,C,46.0,20.0,13.0,33.0,-7.0,12.0,16.0,4.0,0.0,2.0,8.0,5.0,0.0,130.0,15.4,797.0,17:19,3.1,0.6,3.7,6.0,30.0,16.0,26.0,38.1,6-0,203.0,R/-,11.0,NJD,"RW, LW",5.1,4250000.0
134,Nico Hischier,25.0,C,35.0,13.0,13.0,26.0,0.0,10.0,9.0,4.0,0.0,2.0,9.0,4.0,0.0,72.0,18.1,646.0,18:27,2.1,0.7,2.8,20.0,18.0,343.0,274.0,55.6,6-1,175.0,L/-,6.0,NJD,C,8.7,7250000.0
135,Luke Hughes,20.0,D,46.0,8.0,18.0,26.0,-5.0,14.0,4.0,4.0,0.0,1.0,10.0,8.0,0.0,67.0,11.9,949.0,20:38,2.2,1.3,3.6,23.0,13.0,0.0,0.0,,6-2,184.0,L/-,1.0,NJD,LD/RD,1.1,925000.0
136,Dawson Mercer,22.0,C,46.0,13.0,10.0,23.0,-10.0,10.0,10.0,3.0,0.0,1.0,9.0,1.0,0.0,83.0,15.7,815.0,17:43,1.4,0.5,1.9,31.0,14.0,107.0,114.0,48.4,6-0,180.0,R/-,2.0,NJD,"RW, C",1.1,894167.0
137,Alexander Holtz,22.0,RW,46.0,12.0,11.0,23.0,-4.0,8.0,11.0,1.0,0.0,2.0,10.0,1.0,0.0,79.0,15.2,554.0,12:03,2.0,0.4,2.4,9.0,21.0,0.0,8.0,0.0,6-0,195.0,R/-,2.0,NJD,"RW, LW",1.1,894167.0
138,Erik Haula,32.0,LW,41.0,10.0,13.0,23.0,-3.0,28.0,8.0,1.0,1.0,2.0,10.0,2.0,1.0,82.0,12.2,664.0,16:12,1.5,0.6,2.1,15.0,41.0,211.0,158.0,57.2,5-11,191.0,L/-,10.0,NJD,"C, LW",3.8,3150000.0
139,Timo Meier,27.0,RW,33.0,9.0,9.0,18.0,-21.0,14.0,6.0,3.0,0.0,1.0,5.0,4.0,0.0,96.0,9.4,563.0,17:04,1.2,-0.2,1.0,17.0,34.0,28.0,27.0,50.9,6-1,220.0,L/-,7.0,NJD,"LW, RW",10.5,8800000.0
140,Curtis Lazar,28.0,C,41.0,6.0,10.0,16.0,10.0,16.0,5.0,0.0,1.0,2.0,10.0,0.0,0.0,43.0,14.0,512.0,12:29,0.8,0.9,1.7,34.0,79.0,55.0,53.0,50.9,6-0,203.0,R/-,9.0,NJD,"RW, C",1.2,1000000.0
141,John Marino,26.0,D,46.0,3.0,12.0,15.0,-8.0,14.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,39.0,7.7,971.0,21:06,0.6,1.2,1.8,58.0,16.0,0.0,0.0,,6-1,181.0,R/-,4.0,NJD,RD,5.3,4400000.0
142,Ondrej Palat,32.0,LW,36.0,5.0,9.0,14.0,-6.0,25.0,4.0,1.0,0.0,0.0,5.0,4.0,0.0,63.0,7.9,565.0,15:41,0.3,0.4,0.7,24.0,38.0,3.0,8.0,27.3,6-0,194.0,L/-,11.0,NJD,"LW, RW",7.2,6000000.0
143,Simon Nemec,19.0,D,25.0,2.0,10.0,12.0,-4.0,10.0,2.0,0.0,0.0,1.0,8.0,2.0,0.0,33.0,6.1,518.0,20:44,0.8,0.6,1.4,42.0,8.0,0.0,0.0,,6-1,190.0,R/-,0.0,NJD,RD,1.1,918333.0
144,Nathan Bastian,26.0,RW,44.0,3.0,7.0,10.0,-9.0,21.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,47.0,6.4,455.0,10:20,0.0,0.2,0.2,23.0,87.0,12.0,10.0,54.5,6-4,205.0,R/-,4.0,NJD,RW,1.6,1350000.0
145,Kevin Bahl,23.0,D,46.0,0.0,7.0,7.0,2.0,35.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,36.0,0.0,807.0,17:32,-0.3,1.6,1.3,53.0,85.0,0.0,0.0,,6-6,230.0,L/-,3.0,NJD,LD,1.3,1050000.0
146,Colin Miller,31.0,D,26.0,2.0,3.0,5.0,9.0,16.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,41.0,4.9,404.0,15:33,0.2,1.4,1.6,18.0,37.0,0.0,0.0,,6-1,200.0,R/-,8.0,NJD,RD,2.2,1850000.0
147,Chris Tierney,29.0,C,26.0,0.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,0.0,233.0,8:58,-0.2,0.3,0.0,5.0,8.0,62.0,47.0,56.9,6-1,191.0,L/-,9.0,NJD,C,0.9,775000.0
148,Justin Dowling,33.0,C,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.3,7.0,6:39,0.2,0.0,0.2,1.0,0.0,0.0,3.0,0.0,5-10,180.0,L/-,5.0,NJD,"C, LW",0.9,775000.0
149,Nico Daws,23.0,G,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,437.0,54:39,0.0,0.0,1.2,0.0,0.0,0.0,0.0,,6-4,205.0,-/L,1.0,NJD,G,1.0,850833.0
150,Vitek Vanecek,28.0,G,28.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1552.0,55:25,0.0,0.0,2.8,0.0,0.0,0.0,0.0,,6-2,184.0,-/L,3.0,NJD,G,4.1,3400000.0
151,Santeri Hatakka,23.0,D,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,15:50,0.0,0.3,0.2,2.0,1.0,0.0,0.0,,6-1,191.0,L/-,1.0,NJD,LD,1.0,850833.0
152,Johnny Gaudreau,30.0,LW,47.0,7.0,22.0,29.0,-23.0,10.0,6.0,1.0,0.0,1.0,12.0,10.0,0.0,92.0,7.6,883.0,18:47,1.1,0.1,1.2,13.0,1.0,0.0,1.0,0.0,5-9,165.0,L/-,10.0,CBJ,LW,11.7,9750000.0
153,Adam Fantilli,19.0,C,47.0,12.0,15.0,27.0,-19.0,16.0,11.0,1.0,0.0,1.0,13.0,2.0,0.0,113.0,10.6,745.0,15:51,1.8,0.1,1.9,22.0,43.0,171.0,220.0,43.7,6-2,194.0,L/-,0.0,CBJ,C,1.1,950000.0
154,Zach Werenski,26.0,D,35.0,1.0,25.0,26.0,5.0,10.0,1.0,0.0,0.0,0.0,20.0,5.0,0.0,89.0,1.1,844.0,24:06,1.6,2.0,3.6,60.0,7.0,0.0,0.0,,6-2,213.0,L/-,7.0,CBJ,,,
155,Kirill Marchenko,23.0,RW,45.0,14.0,10.0,24.0,7.0,10.0,8.0,6.0,0.0,1.0,10.0,0.0,0.0,116.0,12.1,737.0,16:22,1.7,1.1,2.8,27.0,23.0,19.0,39.0,32.8,6-3,197.0,R/-,1.0,CBJ,RW,1.1,925000.0
156,Dmitri Voronkov,23.0,LW,41.0,11.0,13.0,24.0,5.0,27.0,8.0,3.0,0.0,0.0,12.0,1.0,0.0,69.0,15.9,546.0,13:19,1.9,0.8,2.7,26.0,39.0,130.0,172.0,43.0,6-5,240.0,L/-,0.0,CBJ,"LW, C, RW",1.1,925000.0
157,Ivan Provorov,27.0,D,47.0,4.0,19.0,23.0,-10.0,6.0,4.0,0.0,0.0,0.0,13.0,6.0,0.0,59.0,6.8,1070.0,22:45,1.3,1.4,2.7,90.0,38.0,0.0,0.0,,6-1,201.0,L/-,7.0,CBJ,LD,5.7,4725000.0
158,Yegor Chinakhov,22.0,RW,36.0,12.0,9.0,21.0,-5.0,6.0,11.0,1.0,0.0,2.0,8.0,1.0,0.0,71.0,16.9,561.0,15:34,1.7,0.4,2.1,20.0,28.0,0.0,6.0,0.0,6-1,204.0,L/-,2.0,CBJ,"RW, LW",1.0,800000.0
159,Cole Sillinger,20.0,C,42.0,8.0,11.0,19.0,0.0,28.0,7.0,1.0,0.0,1.0,11.0,0.0,0.0,83.0,9.6,643.0,15:19,0.9,0.7,1.6,46.0,47.0,211.0,251.0,45.7,6-1,201.0,L/-,2.0,CBJ,C,1.1,925000.0
160,Boone Jenner,30.0,C,32.0,13.0,5.0,18.0,-8.0,10.0,10.0,3.0,0.0,0.0,4.0,1.0,0.0,87.0,14.9,617.0,19:16,1.3,0.4,1.7,42.0,49.0,324.0,265.0,55.0,6-2,203.0,L/-,10.0,CBJ,"C, LW",4.5,3750000.0
161,Justin Danforth,30.0,RW,47.0,9.0,9.0,18.0,-10.0,18.0,9.0,0.0,0.0,1.0,9.0,0.0,0.0,63.0,14.3,721.0,15:21,0.7,0.4,1.1,36.0,71.0,127.0,126.0,50.2,5-9,190.0,R/-,2.0,CBJ,"RW, C",1.2,975000.0
162,Kent Johnson,21.0,C,31.0,6.0,9.0,15.0,2.0,2.0,6.0,0.0,0.0,1.0,9.0,0.0,0.0,47.0,12.8,427.0,13:46,0.9,0.5,1.4,13.0,3.0,4.0,8.0,33.3,6-0,178.0,L/-,2.0,CBJ,"LW, C",1.1,925000.0
163,Alexandre Texier,24.0,C,45.0,7.0,7.0,14.0,-9.0,22.0,6.0,0.0,1.0,1.0,6.0,1.0,0.0,60.0,11.7,644.0,14:19,0.3,0.4,0.7,23.0,18.0,4.0,7.0,36.4,6-1,194.0,L/-,4.0,CBJ,"LW, C, RW",1.8,1525000.0
164,Damon Severson,29.0,D,32.0,6.0,8.0,14.0,-4.0,24.0,6.0,0.0,0.0,0.0,6.0,2.0,0.0,38.0,15.8,669.0,20:54,1.1,1.0,2.2,52.0,13.0,0.0,0.0,,6-2,205.0,R/-,9.0,CBJ,RD,7.5,6250000.0
165,Erik Gudbranson,32.0,D,43.0,3.0,11.0,14.0,-15.0,51.0,3.0,0.0,0.0,1.0,10.0,0.0,1.0,45.0,6.7,837.0,19:29,0.6,0.5,1.2,108.0,39.0,0.0,0.0,,6-5,222.0,R/-,12.0,CBJ,RD,4.8,4000000.0
166,Sean Kuraly,31.0,C,39.0,6.0,6.0,12.0,-3.0,30.0,6.0,0.0,0.0,0.0,5.0,0.0,1.0,54.0,11.1,531.0,13:36,0.3,0.5,0.8,22.0,84.0,174.0,172.0,50.3,6-2,213.0,L/-,7.0,CBJ,"C, LW",3.0,2500000.0
167,Emil Bemstrom,24.0,C,29.0,5.0,6.0,11.0,-4.0,8.0,2.0,3.0,0.0,0.0,6.0,0.0,0.0,47.0,10.6,383.0,13:13,0.5,0.3,0.8,21.0,14.0,6.0,7.0,46.2,6-0,195.0,R/-,4.0,CBJ,"RW, LW",1.1,900000.0
168,Jack Roslovic,27.0,C,25.0,2.0,8.0,10.0,-12.0,12.0,2.0,0.0,0.0,1.0,6.0,2.0,0.0,40.0,5.0,397.0,15:54,0.1,0.0,0.1,15.0,12.0,37.0,47.0,44.0,6-1,200.0,R/-,7.0,CBJ,"C, RW",4.8,4000000.0
169,Jake Bean,25.0,D,44.0,3.0,4.0,7.0,-13.0,20.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,59.0,5.1,719.0,16:20,0.1,0.5,0.5,65.0,16.0,0.0,0.0,,6-1,196.0,L/-,4.0,CBJ,LD/RD,2.8,2333333.0
170,Adam Boqvist,23.0,D,20.0,0.0,7.0,7.0,-3.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,23.0,0.0,372.0,18:37,0.2,0.5,0.7,27.0,7.0,0.0,0.0,,6-0,182.0,R/-,4.0,CBJ,RD,3.1,2600000.0
171,Andrew Peeke,25.0,D,17.0,0.0,6.0,6.0,-4.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,18.0,0.0,277.0,16:19,0.2,0.3,0.5,32.0,31.0,0.0,0.0,,6-3,210.0,R/-,4.0,CBJ,RD,3.3,2750000.0
172,Mathieu Olivier,26.0,F,22.0,1.0,4.0,5.0,-1.0,19.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,21.0,4.8,219.0,9:58,0.0,0.2,0.2,13.0,53.0,2.0,3.0,40.0,6-1,217.0,R/-,4.0,CBJ,RW,1.3,1100000.0
173,Elvis Merzlikins,29.0,G,26.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1461.0,56:10,0.0,0.0,4.7,0.0,0.0,0.0,0.0,,6-3,183.0,-/L,4.0,CBJ,G,6.5,5400000.0
174,Daniil Tarasov,24.0,G,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,545.0,60:30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,6-5,196.0,-/L,2.0,CBJ,G,1.3,1050000.0
175,David Pastrnak,27.0,RW,48.0,31.0,38.0,69.0,12.0,39.0,20.0,11.0,0.0,4.0,21.0,17.0,0.0,240.0,12.9,960.0,20:00,7.1,1.4,8.6,12.0,34.0,4.0,8.0,33.3,6-1,195.0,R/-,9.0,BOS,RW,13.5,11250000.0
176,Brad Marchand,35.0,LW,48.0,24.0,23.0,47.0,8.0,51.0,16.0,7.0,1.0,5.0,9.0,14.0,0.0,131.0,18.3,942.0,19:37,4.4,1.2,5.6,22.0,49.0,18.0,23.0,43.9,5-9,176.0,L/-,14.0,BOS,LW,7.3,6125000.0
177,Charlie Coyle,31.0,C,48.0,17.0,24.0,41.0,11.0,26.0,13.0,4.0,0.0,4.0,22.0,1.0,1.0,99.0,17.2,868.0,18:05,3.3,1.3,4.6,33.0,54.0,448.0,431.0,51.0,6-3,223.0,R/-,11.0,BOS,"C, RW",6.3,5250000.0
178,Charlie McAvoy,26.0,D,40.0,6.0,25.0,31.0,13.0,53.0,5.0,1.0,0.0,2.0,14.0,11.0,0.0,76.0,7.9,984.0,24:36,2.4,2.9,5.3,83.0,55.0,0.0,0.0,,6-1,209.0,R/-,6.0,BOS,RD,11.4,9500000.0
179,James van Riemsdyk,34.0,LW,44.0,7.0,22.0,29.0,5.0,8.0,2.0,5.0,0.0,3.0,16.0,6.0,0.0,97.0,7.2,607.0,13:48,1.8,0.8,2.6,12.0,13.0,6.0,7.0,46.2,6-3,208.0,L/-,14.0,BOS,"LW, RW",1.2,1000000.0
180,Trent Frederic,25.0,C,48.0,14.0,14.0,28.0,17.0,45.0,13.0,1.0,0.0,0.0,14.0,0.0,0.0,72.0,19.4,657.0,13:41,2.3,1.3,3.6,32.0,84.0,64.0,73.0,46.7,6-3,214.0,L/-,5.0,BOS,"LW, RW",2.8,2300000.0
181,Pavel Zacha,26.0,C,44.0,10.0,18.0,28.0,4.0,12.0,8.0,2.0,0.0,3.0,11.0,7.0,0.0,80.0,12.5,805.0,18:18,1.5,1.0,2.5,15.0,47.0,313.0,268.0,53.9,6-4,199.0,L/-,8.0,BOS,"LW, C",5.7,4750000.0
